year,scholarships,tertiary_expenditure,country_id
2016,,91.60428619384766,75.0
2017,,91.47145080566406,75.0
2018,,91.7574234008789,75.0
2019,,91.15447998046876,75.0
2020,,90.30471801757812,75.0
2021,,91.05609893798828,75.0
2022,,90.76033782958984,75.0
2006,899036.0,,49.0
2007,495966.0,,49.0
2008,1696422.0,,49.0
2009,1816963.0,,49.0
2010,1381826.0,,49.0
2011,92817.0,,49.0
2012,944831.0,,49.0
2013,1379978.0,,49.0
2014,1257201.0,,49.0
2015,1139557.0,,49.0
2016,931127.0,,49.0
2017,1119279.0,,49.0
2018,1507571.0,,49.0
2019,2742469.0,,49.0
2020,1935560.0,,49.0
2021,1549697.0,,49.0
2022,1581837.0,,49.0
2023,2011684.0,,49.0
2006,10184.0,,165.0
2008,58416.0,,165.0
2009,206609.0,,165.0
2010,34819.0,,165.0
2011,87986.0,,165.0
2012,161124.0,,165.0
2013,259230.0,,165.0
2014,271081.0,,165.0
2015,198606.0,,165.0
2016,259261.0,,165.0
2017,530831.0,,165.0
2018,357369.0,,165.0
2019,615490.0,,165.0
2020,442904.0,,165.0
2021,253350.0,,165.0
2022,252659.0,,165.0
2023,257916.0,72.22473907470703,165.0
2000,,85.87447357177734,30.0
2001,,92.01242065429688,30.0
2002,,94.29781341552734,30.0
2003,,94.236572265625,30.0
2004,,94.42311096191406,30.0
2005,,96.62677001953124,30.0
2006,,96.52631378173828,30.0
2007,,96.3211669921875,30.0
2008,,95.47167205810548,30.0
2010,,97.20684814453124,30.0
2011,,98.10350036621094,30.0
2012,,92.2612762451172,30.0
2014,,96.88400268554688,30.0
2016,,87.83513641357422,30.0
2017,,95.23896026611328,30.0
2018,,95.13992309570312,30.0
2019,,95.6507797241211,30.0
2020,,93.40428924560548,30.0
2021,,94.47569274902344,30.0
2022,,95.54728698730467,30.0
2002,,97.40260314941406,32.0
2006,102539.0,,32.0
2007,386506.0,90.45379638671876,32.0
2008,667370.0,,32.0
2009,1385200.0,,32.0
2010,717515.0,,32.0
2011,547880.0,,32.0
2012,744850.0,,32.0
2013,671245.0,,32.0
2014,897126.0,,32.0
2015,854922.0,,32.0
2016,403991.0,,32.0
2017,660368.0,,32.0
2018,1024970.0,,32.0
2019,1337208.0,,32.0
2020,918668.0,,32.0
2021,1571117.0,,32.0
2022,1480344.0,,32.0
2023,1240466.0,,32.0
2006,2107635.0,,92.0
2007,2109241.0,,92.0
2008,5666565.0,,92.0
2009,7899968.0,,92.0
2010,7925473.0,,92.0
2011,2010512.0,,92.0
