year,percentage,gender,country_id,enrollment_abroad_id
2006,6.0933,Male,85.0,EAB1835
2007,6.2472,Male,85.0,EAB1836
2008,6.3902,Male,85.0,EAB1837
2009,6.7441,Male,85.0,EAB1838
2010,6.9658,Male,85.0,EAB1839
2011,7.1119,Male,85.0,EAB1840
2012,2.5778,Male,85.0,EAB1841
2013,2.6565,Male,85.0,EAB1842
2014,2.8329,Male,85.0,EAB1843
2015,2.9275,Male,85.0,EAB1844
2016,3.2618,Male,85.0,EAB1845
2017,3.4283,Male,85.0,EAB1846
2018,3.6065,Male,85.0,EAB1847
2019,3.7245,Male,85.0,EAB1848
2020,3.7612,Male,85.0,EAB1849
2021,3.8978,Male,85.0,EAB1850
2022,3.8702,Male,85.0,EAB1851
2023,3.6479,Male,85.0,EAB1852
2000,2.192,Male,91.0,EAB1853
2001,2.3778,Male,91.0,EAB1854
2002,2.3559,Male,91.0,EAB1855
2003,2.4148,Male,91.0,EAB1856
2004,2.3414,Male,91.0,EAB1857
2005,2.3477,Male,91.0,EAB1858
2006,2.5162,Male,91.0,EAB1859
2007,2.4659,Male,91.0,EAB1860
2008,2.386,Male,91.0,EAB1861
2009,2.2152,Male,91.0,EAB1862
2010,2.1819,Male,91.0,EAB1863
2011,2.2664,Male,91.0,EAB1864
2012,1.3204,Male,91.0,EAB1865
2013,1.1927,Male,91.0,EAB1866
2014,1.1754,Male,91.0,EAB1867
2015,1.1388,Male,91.0,EAB1868
2016,1.1049,Male,91.0,EAB1869
2017,1.0342,Male,91.0,EAB1870
2018,1.0805,Male,91.0,EAB1871
2019,1.1222,Male,91.0,EAB1872
2020,1.1464,Male,91.0,EAB1873
2021,1.4284,Male,91.0,EAB1874
2022,1.2331,Male,91.0,EAB1875
2023,1.1993,Male,91.0,EAB1876
2000,1.4257,Male,202.0,EAB1877
2001,1.5649,Male,202.0,EAB1878
2002,1.696,Male,202.0,EAB1879
2003,1.7903,Male,202.0,EAB1880
2004,1.7172,Male,202.0,EAB1881
2005,1.8425,Male,202.0,EAB1882
2006,1.9126,Male,202.0,EAB1883
2007,2.0301,Male,202.0,EAB1884
2008,2.0588,Male,202.0,EAB1885
2009,2.2158,Male,202.0,EAB1886
2010,2.3973,Male,202.0,EAB1887
2011,2.4877,Male,202.0,EAB1888
2012,1.0109,Male,202.0,EAB1889
2013,1.1113,Male,202.0,EAB1890
2014,1.2439,Male,202.0,EAB1891
2015,1.4462,Male,202.0,EAB1892
2016,1.6195,Male,202.0,EAB1893
2017,1.7881,Male,202.0,EAB1894
2018,1.9153,Male,202.0,EAB1895
2019,2.0121,Male,202.0,EAB1896
2020,2.1753,Male,202.0,EAB1897
2021,2.2577,Male,202.0,EAB1898
2022,2.2643,Male,202.0,EAB1899
2023,2.2289,Male,202.0,EAB1900
2000,0.3196,Male,196.0,EAB1901
2001,0.3358,Male,196.0,EAB1902
2002,0.3541,Male,196.0,EAB1903
2003,0.3477,Male,196.0,EAB1904
2004,0.2952,Male,196.0,EAB1905
2005,0.2846,Male,196.0,EAB1906
2006,0.2783,Male,196.0,EAB1907
2007,0.3073,Male,196.0,EAB1908
2008,0.3193,Male,196.0,EAB1909
2009,0.334,Male,196.0,EAB1910
2010,0.3437,Male,196.0,EAB1911
2011,0.3392,Male,196.0,EAB1912
2012,0.1874,Male,196.0,EAB1913
2013,0.201,Male,196.0,EAB1914
2014,0.1953,Male,196.0,EAB1915
2015,0.2206,Male,196.0,EAB1916
2016,0.2272,Male,196.0,EAB1917
2017,0.2303,Male,196.0,EAB1918
2018,0.2462,Male,196.0,EAB1919
2019,0.2752,Male,196.0,EAB1920
2020,0.2964,Male,196.0,EAB1921
2021,0.2957,Male,196.0,EAB1922
2022,0.3217,Male,196.0,EAB1923
2023,0.3431,Male,196.0,EAB1924
2000,0.0,Male,129.0,EAB1925
2001,0.0,Male,129.0,EAB1926
2002,0.0,Male,129.0,EAB1927
2003,0.0,Male,129.0,EAB1928
2004,0.0,Male,129.0,EAB1929
2005,0.0,Male,129.0,EAB1930
2006,0.0,Male,129.0,EAB1931
2007,0.0,Male,129.0,EAB1932
2008,0.0,Male,129.0,EAB1933
2009,0.0,Male,129.0,EAB1934
2010,0.0,Male,129.0,EAB1935
2011,0.0,Male,129.0,EAB1936
2012,0.0,Male,129.0,EAB1937
2013,0.0,Male,129.0,EAB1938
2014,0.0,Male,129.0,EAB1939
2015,0.0,Male,129.0,EAB1940
2016,0.0,Male,129.0,EAB1941
2017,0.0,Male,129.0,EAB1942
2018,0.0,Male,129.0,EAB1943
2019,0.0,Male,129.0,EAB1944
2020,0.0,Male,129.0,EAB1945
2021,0.0,Male,129.0,EAB1946
2022,0.0,Male,129.0,EAB1947
2023,0.0,Male,129.0,EAB1948
2000,0.1357,Male,186.0,EAB1949
2001,0.165,Male,186.0,EAB1950
2002,0.1993,Male,186.0,EAB1951
2003,0.2257,Male,186.0,EAB1952
2004,0.2501,Male,186.0,EAB1953
2005,0.2677,Male,186.0,EAB1954
2006,0.2641,Male,186.0,EAB1955
2007,0.2914,Male,186.0,EAB1956
2008,0.3253,Male,186.0,EAB1957
2009,0.3583,Male,186.0,EAB1958
2010,0.3576,Male,186.0,EAB1959
2011,0.3454,Male,186.0,EAB1960
2012,0.2376,Male,186.0,EAB1961
2013,0.2339,Male,186.0,EAB1962
2014,0.2633,Male,186.0,EAB1963
2015,0.3024,Male,186.0,EAB1964
2016,0.3461,Male,186.0,EAB1965
2017,0.3831,Male,186.0,EAB1966
2018,0.4166,Male,186.0,EAB1967
2019,0.4888,Male,186.0,EAB1968
2020,0.5337,Male,186.0,EAB1969
2021,0.5178,Male,186.0,EAB1970
2022,0.6109,Male,186.0,EAB1971
2023,0.7739,Male,186.0,EAB1972
2000,10.6856,Male,24.0,EAB1973
2001,9.3459,Male,24.0,EAB1974
2002,9.1159,Male,24.0,EAB1975
2003,9.6334,Male,24.0,EAB1976
2004,10.8128,Male,24.0,EAB1977
2005,11.948,Male,24.0,EAB1978
2006,12.2713,Male,24.0,EAB1979
2007,11.6657,Male,24.0,EAB1980
2008,10.9056,Male,24.0,EAB1981
2009,11.5357,Male,24.0,EAB1982
2010,13.1169,Male,24.0,EAB1983
2011,14.1123,Male,24.0,EAB1984
2012,5.4035,Male,24.0,EAB1985
2013,4.868,Male,24.0,EAB1986
2014,4.6089,Male,24.0,EAB1987
2015,4.3939,Male,24.0,EAB1988
2016,4.167,Male,24.0,EAB1989
2017,4.1369,Male,24.0,EAB1990
2018,4.1119,Male,24.0,EAB1991
2019,4.0507,Male,24.0,EAB1992
2020,3.827,Male,24.0,EAB1993
2021,3.9343,Male,24.0,EAB1994
2022,4.1534,Male,24.0,EAB1995
2023,4.043,Male,24.0,EAB1996
2000,0.4602,Male,103.0,EAB1997
2001,0.4318,Male,103.0,EAB1998
2002,0.4189,Male,103.0,EAB1999
2003,0.4356,Male,103.0,EAB2000
2004,0.4528,Male,103.0,EAB2001
2005,0.4911,Male,103.0,EAB2002
2006,0.5197,Male,103.0,EAB2003
2007,0.6078,Male,103.0,EAB2004
2008,0.693,Male,103.0,EAB2005
2009,0.8471,Male,103.0,EAB2006
2010,0.9791,Male,103.0,EAB2007
2011,1.1632,Male,103.0,EAB2008
2012,0.7348,Male,103.0,EAB2009
2013,0.7199,Male,103.0,EAB2010
2014,0.7985,Male,103.0,EAB2011
2015,0.8402,Male,103.0,EAB2012
2016,0.8979,Male,103.0,EAB2013
2017,0.9445,Male,103.0,EAB2014
2018,1.0403,Male,103.0,EAB2015
2019,1.115,Male,103.0,EAB2016
2020,1.2872,Male,103.0,EAB2017
2021,1.3775,Male,103.0,EAB2018
2022,1.6076,Male,103.0,EAB2019
2023,1.7939,Male,103.0,EAB2020
2000,0.4074,Male,137.0,EAB2021
2001,0.4013,Male,137.0,EAB2022
2002,0.3899,Male,137.0,EAB2023
2003,0.3923,Male,137.0,EAB2024
2004,0.3097,Male,137.0,EAB2025
2005,0.3859,Male,137.0,EAB2026
2006,0.4802,Male,137.0,EAB2027
2007,0.5612,Male,137.0,EAB2028
2008,0.6641,Male,137.0,EAB2029
2009,0.7159,Male,137.0,EAB2030
2010,0.8229,Male,137.0,EAB2031
2011,0.8255,Male,137.0,EAB2032
2012,0.6093,Male,137.0,EAB2033
2013,0.7207,Male,137.0,EAB2034
2014,1.0005,Male,137.0,EAB2035
2015,1.1082,Male,137.0,EAB2036
2016,1.2413,Male,137.0,EAB2037
2017,1.1082,Male,137.0,EAB2038
2018,1.1349,Male,137.0,EAB2039
2019,1.193,Male,137.0,EAB2040
2020,1.425,Male,137.0,EAB2041
2021,1.495,Male,137.0,EAB2042
2022,1.4159,Male,137.0,EAB2043
2023,1.3653,Male,137.0,EAB2044
2000,22.1623,Male,106.0,EAB2045
2001,23.8406,Male,106.0,EAB2046
2002,26.3016,Male,106.0,EAB2047
2003,27.4866,Male,106.0,EAB2048
2004,19.3309,Male,106.0,EAB2049
2005,20.7421,Male,106.0,EAB2050
2006,22.138,Male,106.0,EAB2051
2007,22.5174,Male,106.0,EAB2052
2008,20.8048,Male,106.0,EAB2053
2009,22.0547,Male,106.0,EAB2054
2010,23.869,Male,106.0,EAB2055
2011,22.4612,Male,106.0,EAB2056
2012,9.9226,Male,106.0,EAB2057
2013,9.8739,Male,106.0,EAB2058
2014,9.5721,Male,106.0,EAB2059
2015,9.2733,Male,106.0,EAB2060
2016,9.6868,Male,106.0,EAB2061
2017,9.054,Male,106.0,EAB2062
2018,9.6498,Male,106.0,EAB2063
2019,8.5931,Male,106.0,EAB2064
2020,9.1215,Male,106.0,EAB2065
2021,9.1812,Male,106.0,EAB2066
2022,8.7512,Male,106.0,EAB2067
2023,7.7822,Male,106.0,EAB2068
2000,5.4134,Male,74.0,EAB2069
2001,6.2178,Male,74.0,EAB2070
2002,4.6918,Male,74.0,EAB2071
2003,4.4915,Male,74.0,EAB2072
2004,3.9047,Male,74.0,EAB2073
2005,4.2025,Male,74.0,EAB2074
2006,4.2491,Male,74.0,EAB2075
2007,4.3111,Male,74.0,EAB2076
2008,4.6291,Male,74.0,EAB2077
2009,4.5949,Male,74.0,EAB2078
2010,4.6521,Male,74.0,EAB2079
2011,4.6987,Male,74.0,EAB2080
2012,3.7195,Male,74.0,EAB2081
2013,3.3936,Male,74.0,EAB2082
2014,3.3365,Male,74.0,EAB2083
2015,3.071,Male,74.0,EAB2084
2016,3.112,Male,74.0,EAB2085
2017,3.1102,Male,74.0,EAB2086
2018,3.2638,Male,74.0,EAB2087
2019,3.1003,Male,74.0,EAB2088
2020,3.3467,Male,74.0,EAB2089
2021,3.2927,Male,74.0,EAB2090
2022,3.1691,Male,74.0,EAB2091
2023,2.9826,Male,74.0,EAB2092
2000,2.193,Male,3.0,EAB2093
2001,2.3175,Male,3.0,EAB2094
2002,2.3587,Male,3.0,EAB2095
2003,2.5074,Male,3.0,EAB2096
2004,2.0078,Male,3.0,EAB2097
2005,2.0287,Male,3.0,EAB2098
2006,2.0444,Male,3.0,EAB2099
2007,2.1961,Male,3.0,EAB2100
2008,2.1705,Male,3.0,EAB2101
2009,2.3946,Male,3.0,EAB2102
2010,2.6267,Male,3.0,EAB2103
2011,2.821,Male,3.0,EAB2104
2012,1.528,Male,3.0,EAB2105
2013,1.6176,Male,3.0,EAB2106
2014,1.7662,Male,3.0,EAB2107
2015,1.9734,Male,3.0,EAB2108
2016,2.1645,Male,3.0,EAB2109
2017,2.4237,Male,3.0,EAB2110
2018,2.4243,Male,3.0,EAB2111
2019,2.5207,Male,3.0,EAB2112
2020,2.6157,Male,3.0,EAB2113
2021,2.6312,Male,3.0,EAB2114
2022,2.7145,Male,3.0,EAB2115
2023,2.714,Male,3.0,EAB2116
2000,3.8407,Male,194.0,EAB2117
2001,3.9562,Male,194.0,EAB2118
2002,4.0932,Male,194.0,EAB2119
2003,4.7902,Male,194.0,EAB2120
2004,5.1568,Male,194.0,EAB2121
2005,4.8352,Male,194.0,EAB2122
2006,4.5276,Male,194.0,EAB2123
2007,4.6262,Male,194.0,EAB2124
2008,4.3836,Male,194.0,EAB2125
2009,4.1981,Male,194.0,EAB2126
2010,4.006,Male,194.0,EAB2127
2011,3.3719,Male,194.0,EAB2128
2012,1.7489,Male,194.0,EAB2129
2013,1.3633,Male,194.0,EAB2130
2014,1.3769,Male,194.0,EAB2131
2015,1.435,Male,194.0,EAB2132
2016,1.2791,Male,194.0,EAB2133
2017,1.8965,Male,194.0,EAB2134
2018,1.864,Male,194.0,EAB2135
2019,1.8408,Male,194.0,EAB2136
2020,1.963,Male,194.0,EAB2137
2021,1.9801,Male,194.0,EAB2138
2022,2.0085,Male,194.0,EAB2139
2023,2.1544,Male,194.0,EAB2140
2001,4.5922,Male,115.0,EAB2141
2002,4.5846,Male,115.0,EAB2142
2003,4.4336,Male,115.0,EAB2143
2004,4.3016,Male,115.0,EAB2144
2005,4.215,Male,115.0,EAB2145
2006,4.1695,Male,115.0,EAB2146
2007,4.2037,Male,115.0,EAB2147
2008,4.212,Male,115.0,EAB2148
2009,4.3766,Male,115.0,EAB2149
2010,4.3964,Male,115.0,EAB2150
2011,4.4686,Male,115.0,EAB2151
2012,3.2975,Male,115.0,EAB2152
2013,3.4875,Male,115.0,EAB2153
2014,3.2889,Male,115.0,EAB2154
2015,3.1436,Male,115.0,EAB2155
2016,3.1141,Male,115.0,EAB2156
2017,2.907,Male,115.0,EAB2157
2018,3.1037,Male,115.0,EAB2158
2019,3.1332,Male,115.0,EAB2159
2020,3.3267,Male,115.0,EAB2160
2021,3.3574,Male,115.0,EAB2161
2022,3.5202,Male,115.0,EAB2162
2023,3.621,Male,115.0,EAB2163
2000,1.3936,Male,42.0,EAB2164
2001,1.5057,Male,42.0,EAB2165
2002,1.5801,Male,42.0,EAB2166
2003,1.5749,Male,42.0,EAB2167
2004,1.5704,Male,42.0,EAB2168
2005,1.678,Male,42.0,EAB2169
2006,1.6057,Male,42.0,EAB2170
2007,1.5493,Male,42.0,EAB2171
2008,1.4383,Male,42.0,EAB2172
2009,1.3233,Male,42.0,EAB2173
2010,1.2594,Male,42.0,EAB2174
2011,1.2143,Male,42.0,EAB2175
2012,0.5279,Male,42.0,EAB2176
2013,0.4793,Male,42.0,EAB2177
2014,0.4834,Male,42.0,EAB2178
2015,0.4283,Male,42.0,EAB2179
2016,0.4373,Male,42.0,EAB2180
2017,0.4372,Male,42.0,EAB2181
2018,0.4172,Male,42.0,EAB2182
2019,0.4035,Male,42.0,EAB2183
2020,0.4034,Male,42.0,EAB2184
2021,0.3941,Male,42.0,EAB2185
2022,0.4294,Male,42.0,EAB2186
2023,0.4582,Male,42.0,EAB2187
2000,3.0382,Male,104.0,EAB2188
2001,3.4551,Male,104.0,EAB2189
2002,3.9234,Male,104.0,EAB2190
2003,3.5509,Male,104.0,EAB2191
2004,3.6665,Male,104.0,EAB2192
2005,3.749,Male,104.0,EAB2193
2006,3.3981,Male,104.0,EAB2194
2007,3.5921,Male,104.0,EAB2195
2008,5.6879,Male,104.0,EAB2196
2009,4.385,Male,104.0,EAB2197
2010,4.8774,Male,104.0,EAB2198
2011,5.3971,Male,104.0,EAB2199
2012,4.6426,Male,104.0,EAB2200
2013,6.2364,Male,104.0,EAB2201
2014,8.0523,Male,104.0,EAB2202
2015,9.9501,Male,104.0,EAB2203
2016,12.056,Male,104.0,EAB2204
2017,11.6689,Male,104.0,EAB2205
2018,12.6475,Male,104.0,EAB2206
2019,12.9712,Male,104.0,EAB2207
2020,11.3118,Male,104.0,EAB2208
2021,11.0517,Male,104.0,EAB2209
2022,10.1681,Male,104.0,EAB2210
2023,9.1213,Male,104.0,EAB2211
2000,0.6765,Male,123.0,EAB2212
2001,0.7495,Male,123.0,EAB2213
2002,0.7876,Male,123.0,EAB2214
2003,0.8037,Male,123.0,EAB2215
2004,0.782,Male,123.0,EAB2216
2005,0.7438,Male,123.0,EAB2217
2006,0.7079,Male,123.0,EAB2218
2007,0.6765,Male,123.0,EAB2219
2008,0.6672,Male,123.0,EAB2220
2009,0.664,Male,123.0,EAB2221
2010,0.6267,Male,123.0,EAB2222
2011,0.666,Male,123.0,EAB2223
2012,0.3361,Male,123.0,EAB2224
2013,0.316,Male,123.0,EAB2225
2014,0.3127,Male,123.0,EAB2226
2015,0.3277,Male,123.0,EAB2227
2016,0.3253,Male,123.0,EAB2228
2017,0.3401,Male,123.0,EAB2229
2018,0.3399,Male,123.0,EAB2230
2019,0.3431,Male,123.0,EAB2231
2020,0.3323,Male,123.0,EAB2232
2021,0.3204,Male,123.0,EAB2233
2022,0.3544,Male,123.0,EAB2234
2023,0.404,Male,123.0,EAB2235
2000,1.3543,Male,78.0,EAB2236
2001,1.4364,Male,78.0,EAB2237
2002,1.4966,Male,78.0,EAB2238
2003,1.1712,Male,78.0,EAB2239
2004,1.271,Male,78.0,EAB2240
2005,1.1703,Male,78.0,EAB2241
2006,1.3384,Male,78.0,EAB2242
2007,1.4443,Male,78.0,EAB2243
2008,1.466,Male,78.0,EAB2244
2009,1.456,Male,78.0,EAB2245
2010,1.6129,Male,78.0,EAB2246
2011,1.8494,Male,78.0,EAB2247
2012,1.5285,Male,78.0,EAB2248
2013,1.5108,Male,78.0,EAB2249
2014,2.1386,Male,78.0,EAB2250
2015,2.4896,Male,78.0,EAB2251
2016,3.1265,Male,78.0,EAB2252
2017,3.079,Male,78.0,EAB2253
2018,3.5818,Male,78.0,EAB2254
2019,3.6862,Male,78.0,EAB2255
2020,4.1074,Male,78.0,EAB2256
2021,4.5954,Male,78.0,EAB2257
2022,5.0548,Male,78.0,EAB2258
2023,4.5981,Male,78.0,EAB2259
2000,0.2876,Male,211.0,EAB2260
2001,0.2853,Male,211.0,EAB2261
2002,0.2852,Male,211.0,EAB2262
2003,0.3234,Male,211.0,EAB2263
2004,0.323,Male,211.0,EAB2264
2005,0.3169,Male,211.0,EAB2265
2006,0.3282,Male,211.0,EAB2266
2007,0.3725,Male,211.0,EAB2267
2008,0.3978,Male,211.0,EAB2268
2009,0.4811,Male,211.0,EAB2269
2010,0.5141,Male,211.0,EAB2270
2011,0.5186,Male,211.0,EAB2271
2012,0.3588,Male,211.0,EAB2272
2013,0.3697,Male,211.0,EAB2273
2014,0.4094,Male,211.0,EAB2274
2015,0.4448,Male,211.0,EAB2275
2016,0.4686,Male,211.0,EAB2276
2017,0.5175,Male,211.0,EAB2277
2018,0.5595,Male,211.0,EAB2278
2019,0.614,Male,211.0,EAB2279
2020,0.6625,Male,211.0,EAB2280
2021,0.6246,Male,211.0,EAB2281
2022,0.6147,Male,211.0,EAB2282
2023,0.6987,Male,211.0,EAB2283
2000,23.6553,Male,119.0,EAB2284
2001,22.3482,Male,119.0,EAB2285
2002,21.0553,Male,119.0,EAB2286
2003,20.1796,Male,119.0,EAB2287
2004,19.8352,Male,119.0,EAB2288
2005,18.7164,Male,119.0,EAB2289
2006,18.492,Male,119.0,EAB2290
2007,18.4039,Male,119.0,EAB2291
2008,18.6734,Male,119.0,EAB2292
2009,19.1658,Male,119.0,EAB2293
2010,19.5201,Male,119.0,EAB2294
2011,19.7861,Male,119.0,EAB2295
2012,13.5576,Male,119.0,EAB2296
2013,13.0838,Male,119.0,EAB2297
2014,13.4143,Male,119.0,EAB2298
2015,12.5951,Male,119.0,EAB2299
2016,12.6537,Male,119.0,EAB2300
2017,12.534,Male,119.0,EAB2301
2018,13.1617,Male,119.0,EAB2302
2019,12.7641,Male,119.0,EAB2303
2020,11.9258,Male,119.0,EAB2304
2021,11.5188,Male,119.0,EAB2305
2022,12.4816,Male,119.0,EAB2306
2023,12.6901,Male,119.0,EAB2307
2000,20.0197,Male,170.0,EAB2308
2001,19.8221,Male,170.0,EAB2309
2002,21.3958,Male,170.0,EAB2310
2003,19.6596,Male,170.0,EAB2311
2004,19.2637,Male,170.0,EAB2312
2005,21.9014,Male,170.0,EAB2313
2006,23.2271,Male,170.0,EAB2314
2007,24.8905,Male,170.0,EAB2315
2008,23.275,Male,170.0,EAB2316
2009,26.6945,Male,170.0,EAB2317
2010,26.5254,Male,170.0,EAB2318
2011,26.3449,Male,170.0,EAB2319
2012,18.56,Male,170.0,EAB2320
2013,16.7458,Male,170.0,EAB2321
2014,15.1742,Male,170.0,EAB2322
2015,16.3938,Male,170.0,EAB2323
2016,18.9428,Male,170.0,EAB2324
2017,16.3056,Male,170.0,EAB2325
2018,17.0025,Male,170.0,EAB2326
2019,18.066,Male,170.0,EAB2327
2020,16.5151,Male,170.0,EAB2328
2021,23.8163,Male,170.0,EAB2329
2022,20.6531,Male,170.0,EAB2330
2023,22.2756,Male,170.0,EAB2331
2000,5.2316,Male,199.0,EAB2332
2001,5.3447,Male,199.0,EAB2333
2002,5.7057,Male,199.0,EAB2334
2003,5.3513,Male,199.0,EAB2335
2004,6.5078,Male,199.0,EAB2336
2005,6.6323,Male,199.0,EAB2337
2006,6.3339,Male,199.0,EAB2338
2007,6.1964,Male,199.0,EAB2339
2008,6.8153,Male,199.0,EAB2340
2009,7.4609,Male,199.0,EAB2341
2010,8.0831,Male,199.0,EAB2342
2011,9.3601,Male,199.0,EAB2343
2012,9.8164,Male,199.0,EAB2344
2013,10.2116,Male,199.0,EAB2345
2014,14.5264,Male,199.0,EAB2346
2015,14.6431,Male,199.0,EAB2347
2016,14.3085,Male,199.0,EAB2348
2017,13.1091,Male,199.0,EAB2349
2018,13.428,Male,199.0,EAB2350
2019,12.3823,Male,199.0,EAB2351
2020,12.0591,Male,199.0,EAB2352
2021,12.7871,Male,199.0,EAB2353
2022,13.5861,Male,199.0,EAB2354
2023,12.3243,Male,199.0,EAB2355
2000,4.2819,Male,51.0,EAB2356
2001,4.767,Male,51.0,EAB2357
2002,5.3545,Male,51.0,EAB2358
2003,5.7642,Male,51.0,EAB2359
2004,5.8423,Male,51.0,EAB2360
2005,5.652,Male,51.0,EAB2361
2006,5.8962,Male,51.0,EAB2362
2007,5.7661,Male,51.0,EAB2363
2008,5.8966,Male,51.0,EAB2364
2009,5.6727,Male,51.0,EAB2365
2010,5.3325,Male,51.0,EAB2366
2011,5.3795,Male,51.0,EAB2367
2012,3.4405,Male,51.0,EAB2368
2013,3.3536,Male,51.0,EAB2369
2014,3.295,Male,51.0,EAB2370
2015,3.2607,Male,51.0,EAB2371
2016,3.8546,Male,51.0,EAB2372
2017,4.4853,Male,51.0,EAB2373
2018,4.6171,Male,51.0,EAB2374
2019,4.7655,Male,51.0,EAB2375
2020,5.2191,Male,51.0,EAB2376
2021,5.911,Male,51.0,EAB2377
2022,6.6083,Male,51.0,EAB2378
2023,6.8647,Male,51.0,EAB2379
2000,0.5446,Male,88.0,EAB2380
2001,0.5677,Male,88.0,EAB2381
2002,0.5863,Male,88.0,EAB2382
2003,0.6296,Male,88.0,EAB2383
2004,0.5239,Male,88.0,EAB2384
2005,0.484,Male,88.0,EAB2385
2006,0.465,Male,88.0,EAB2386
2007,0.4399,Male,88.0,EAB2387
2008,0.4723,Male,88.0,EAB2388
2009,0.4082,Male,88.0,EAB2389
2010,0.4248,Male,88.0,EAB2390
2011,0.4017,Male,88.0,EAB2391
2012,0.2831,Male,88.0,EAB2392
2013,0.2455,Male,88.0,EAB2393
2014,0.287,Male,88.0,EAB2394
2015,0.2946,Male,88.0,EAB2395
2016,0.2901,Male,88.0,EAB2396
2017,0.3053,Male,88.0,EAB2397
2018,0.3091,Male,88.0,EAB2398
2019,0.3189,Male,88.0,EAB2399
2020,0.3435,Male,88.0,EAB2400
2021,0.3978,Male,88.0,EAB2401
2022,0.4764,Male,88.0,EAB2402
2023,0.4311,Male,88.0,EAB2403
2000,0.5232,Male,138.0,EAB2404
2001,0.6808,Male,138.0,EAB2405
2002,0.7775,Male,138.0,EAB2406
2003,0.7981,Male,138.0,EAB2407
2004,0.966,Male,138.0,EAB2408
2005,1.0437,Male,138.0,EAB2409
2006,0.9821,Male,138.0,EAB2410
2007,1.2002,Male,138.0,EAB2411
2008,1.1627,Male,138.0,EAB2412
2009,1.7349,Male,138.0,EAB2413
2010,2.1623,Male,138.0,EAB2414
2011,2.1374,Male,138.0,EAB2415
2012,1.846,Male,138.0,EAB2416
2013,2.0416,Male,138.0,EAB2417
2014,2.7142,Male,138.0,EAB2418
2015,3.1668,Male,138.0,EAB2419
2016,3.4436,Male,138.0,EAB2420
2017,3.0762,Male,138.0,EAB2421
2018,2.7789,Male,138.0,EAB2422
2019,2.4546,Male,138.0,EAB2423
2020,2.189,Male,138.0,EAB2424
2021,1.962,Male,138.0,EAB2425
2022,1.9074,Male,138.0,EAB2426
2023,1.7938,Male,138.0,EAB2427
2000,12.5881,Male,171.0,EAB2428
2001,12.6374,Male,171.0,EAB2429
2002,11.2125,Male,171.0,EAB2430
2003,13.9,Male,171.0,EAB2431
2004,12.7367,Male,171.0,EAB2432
2005,13.0841,Male,171.0,EAB2433
2006,12.5532,Male,171.0,EAB2434
2007,14.8026,Male,171.0,EAB2435
2008,14.5185,Male,171.0,EAB2436
2009,15.3947,Male,171.0,EAB2437
2010,14.9618,Male,171.0,EAB2438
2011,14.4098,Male,171.0,EAB2439
2012,7.7403,Male,171.0,EAB2440
2013,6.0452,Male,171.0,EAB2441
2014,5.85,Male,171.0,EAB2442
2015,5.322,Male,171.0,EAB2443
2016,5.2431,Male,171.0,EAB2444
2017,5.0523,Male,171.0,EAB2445
2018,5.0951,Male,171.0,EAB2446
2019,5.3221,Male,171.0,EAB2447
2020,5.0714,Male,171.0,EAB2448
2021,5.0959,Male,171.0,EAB2449
2022,4.6842,Male,171.0,EAB2450
2023,4.998,Male,171.0,EAB2451
2000,53.3708,Male,160.0,EAB2452
2001,52.439,Male,160.0,EAB2453
2002,56.25,Male,160.0,EAB2454
2003,59.9442,Male,160.0,EAB2455
2004,62.4198,Male,160.0,EAB2456
2005,63.379,Male,160.0,EAB2457
2006,80.7512,Male,160.0,EAB2458
2007,83.88,Male,160.0,EAB2459
2008,77.8475,Male,160.0,EAB2460
2009,80.0368,Male,160.0,EAB2461
2010,87.1278,Male,160.0,EAB2462
2011,83.858,Male,160.0,EAB2463
2012,41.3045,Male,160.0,EAB2464
2013,44.0395,Male,160.0,EAB2465
2014,43.2098,Male,160.0,EAB2466
2015,44.6662,Male,160.0,EAB2467
2016,49.3759,Male,160.0,EAB2468
2017,48.3189,Male,160.0,EAB2469
2018,48.9091,Male,160.0,EAB2470
2019,53.5178,Male,160.0,EAB2471
2020,54.4516,Male,160.0,EAB2472
2021,57.9524,Male,160.0,EAB2473
2022,58.404,Male,160.0,EAB2474
2023,57.5816,Male,160.0,EAB2475
2000,0.7025,Male,14.0,EAB2476
2001,0.7764,Male,14.0,EAB2477
2002,0.9209,Male,14.0,EAB2478
2003,1.0145,Male,14.0,EAB2479
2004,0.9875,Male,14.0,EAB2480
2005,1.0677,Male,14.0,EAB2481
2006,1.2155,Male,14.0,EAB2482
2007,1.457,Male,14.0,EAB2483
2008,1.7796,Male,14.0,EAB2484
2009,1.9528,Male,14.0,EAB2485
2010,2.0451,Male,14.0,EAB2486
2011,2.0288,Male,14.0,EAB2487
2012,1.3042,Male,14.0,EAB2488
2013,1.237,Male,14.0,EAB2489
2014,1.2042,Male,14.0,EAB2490
2015,1.2237,Male,14.0,EAB2491
2016,1.3273,Male,14.0,EAB2492
2017,1.4985,Male,14.0,EAB2493
2018,1.744,Male,14.0,EAB2494
2019,2.0271,Male,14.0,EAB2495
2020,2.1459,Male,14.0,EAB2496
2021,1.9465,Male,14.0,EAB2497
2022,2.0366,Male,14.0,EAB2498
2023,2.5171,Male,14.0,EAB2499
2000,1.7247,Male,128.0,EAB2500
2001,1.9501,Male,128.0,EAB2501
2002,3.4255,Male,128.0,EAB2502
2003,4.27,Male,128.0,EAB2503
2004,3.9641,Male,128.0,EAB2504
