year,percentage,gender,country_id,graduation_id
2017,7.1097,Male,54.0,GRD0665
2018,7.595,Male,54.0,GRD0666
2019,8.1893,Male,54.0,GRD0667
2001,12.3221,Male,85.0,GRD0668
2002,11.6954,Male,85.0,GRD0669
2003,12.4127,Male,85.0,GRD0670
2005,13.2334,Male,85.0,GRD0671
2006,14.2639,Male,85.0,GRD0672
2007,15.334,Male,85.0,GRD0673
2008,20.5664,Male,85.0,GRD0674
2009,28.0731,Male,85.0,GRD0675
2010,31.0002,Male,85.0,GRD0676
2011,37.249,Male,85.0,GRD0677
2014,33.907,Male,85.0,GRD0678
2015,38.4721,Male,85.0,GRD0679
2016,35.392,Male,85.0,GRD0680
2017,37.2131,Male,85.0,GRD0681
2018,37.0182,Male,85.0,GRD0682
2019,35.7228,Male,85.0,GRD0683
2020,36.2175,Male,85.0,GRD0684
2022,35.3482,Male,85.0,GRD0685
2005,29.7146,Male,202.0,GRD0686
2006,29.0644,Male,202.0,GRD0687
2007,26.9828,Male,202.0,GRD0688
2008,24.19,Male,202.0,GRD0689
2009,27.6494,Male,202.0,GRD0690
2010,28.2063,Male,202.0,GRD0691
2011,24.894,Male,202.0,GRD0692
2012,23.6503,Male,202.0,GRD0693
2013,22.9187,Male,202.0,GRD0694
2014,23.4144,Male,202.0,GRD0695
2015,26.2283,Male,202.0,GRD0696
2016,26.1362,Male,202.0,GRD0697
2017,24.0931,Male,202.0,GRD0698
2018,25.0603,Male,202.0,GRD0699
2019,25.3579,Male,202.0,GRD0700
2020,98.1564,Male,202.0,GRD0701
2021,34.306,Male,202.0,GRD0702
2022,26.9226,Male,202.0,GRD0703
2023,37.0853,Male,202.0,GRD0704
2000,7.1585,Male,196.0,GRD0705
2001,8.2619,Male,196.0,GRD0706
2002,9.3347,Male,196.0,GRD0707
2003,10.0409,Male,196.0,GRD0708
2004,9.3117,Male,196.0,GRD0709
2012,14.2338,Male,196.0,GRD0710
2015,16.7017,Male,196.0,GRD0711
2016,17.319,Male,196.0,GRD0712
2017,17.7417,Male,196.0,GRD0713
2018,17.2412,Male,196.0,GRD0714
2022,24.356,Male,196.0,GRD0715
2023,22.349,Male,196.0,GRD0716
2013,31.029,Male,186.0,GRD0717
2014,25.5768,Male,186.0,GRD0718
2015,27.6295,Male,186.0,GRD0719
2016,28.3965,Male,186.0,GRD0720
2017,26.5168,Male,186.0,GRD0721
2018,25.7972,Male,186.0,GRD0722
2019,25.6557,Male,186.0,GRD0723
2020,28.8105,Male,186.0,GRD0724
2021,23.8725,Male,186.0,GRD0725
2022,27.1325,Male,186.0,GRD0726
2023,27.1547,Male,186.0,GRD0727
2000,28.5073,Male,24.0,GRD0728
2001,26.9962,Male,24.0,GRD0729
2002,27.0968,Male,24.0,GRD0730
2003,29.2168,Male,24.0,GRD0731
2004,30.9549,Male,24.0,GRD0732
2005,31.6027,Male,24.0,GRD0733
2006,32.2761,Male,24.0,GRD0734
2007,32.5833,Male,24.0,GRD0735
2008,31.0491,Male,24.0,GRD0736
2009,30.6392,Male,24.0,GRD0737
2010,35.2888,Male,24.0,GRD0738
2004,9.8674,Male,103.0,GRD0739
2005,8.7181,Male,103.0,GRD0740
2006,9.1565,Male,103.0,GRD0741
2007,8.2323,Male,103.0,GRD0742
2009,12.0117,Male,103.0,GRD0743
2010,15.5953,Male,103.0,GRD0744
2011,16.0738,Male,103.0,GRD0745
2012,18.3332,Male,103.0,GRD0746
2013,25.9684,Male,103.0,GRD0747
2014,24.5378,Male,103.0,GRD0748
2015,30.2743,Male,103.0,GRD0749
2016,36.4363,Male,103.0,GRD0750
2017,36.3188,Male,103.0,GRD0751
2018,37.1797,Male,103.0,GRD0752
2019,24.9657,Male,103.0,GRD0753
2020,24.0058,Male,103.0,GRD0754
2004,12.9764,Male,137.0,GRD0755
2000,21.8241,Male,106.0,GRD0756
2001,28.543,Male,106.0,GRD0757
2002,27.1955,Male,106.0,GRD0758
2003,29.3187,Male,106.0,GRD0759
2004,31.2365,Male,106.0,GRD0760
2005,33.5561,Male,106.0,GRD0761
2006,37.473,Male,106.0,GRD0762
2007,38.1269,Male,106.0,GRD0763
2008,34.7862,Male,106.0,GRD0764
2009,33.2753,Male,106.0,GRD0765
2010,40.1447,Male,106.0,GRD0766
2012,38.5523,Male,106.0,GRD0767
2018,33.6823,Male,106.0,GRD0768
2019,33.7961,Male,106.0,GRD0769
2020,32.7099,Male,106.0,GRD0770
2021,36.0614,Male,106.0,GRD0771
2022,37.3939,Male,106.0,GRD0772
2023,38.326,Male,106.0,GRD0773
2000,21.6154,Male,74.0,GRD0774
2001,22.0433,Male,74.0,GRD0775
2002,23.06,Male,74.0,GRD0776
2003,24.6073,Male,74.0,GRD0777
2004,25.2615,Male,74.0,GRD0778
2005,25.7477,Male,74.0,GRD0779
2006,26.772,Male,74.0,GRD0780
2007,27.3902,Male,74.0,GRD0781
2008,27.8464,Male,74.0,GRD0782
2009,29.5139,Male,74.0,GRD0783
2010,30.9658,Male,74.0,GRD0784
2011,25.8855,Male,74.0,GRD0785
2012,32.5288,Male,74.0,GRD0786
2013,32.8804,Male,74.0,GRD0787
2014,33.7191,Male,74.0,GRD0788
2020,29.1801,Male,74.0,GRD0789
2021,28.6645,Male,74.0,GRD0790
2022,29.4058,Male,74.0,GRD0791
2023,27.4606,Male,74.0,GRD0792
2000,18.9421,Male,3.0,GRD0793
2001,20.7946,Male,3.0,GRD0794
2002,25.7686,Male,3.0,GRD0795
2003,30.4867,Male,3.0,GRD0796
2004,34.0116,Male,3.0,GRD0797
2005,38.0111,Male,3.0,GRD0798
2006,36.4616,Male,3.0,GRD0799
2007,33.8861,Male,3.0,GRD0800
2008,31.4662,Male,3.0,GRD0801
2009,30.4471,Male,3.0,GRD0802
2010,28.1175,Male,3.0,GRD0803
2011,27.4562,Male,3.0,GRD0804
2012,26.8761,Male,3.0,GRD0805
2013,27.7273,Male,3.0,GRD0806
2014,28.4726,Male,3.0,GRD0807
2015,28.7988,Male,3.0,GRD0808
2016,30.2457,Male,3.0,GRD0809
2018,32.7562,Male,3.0,GRD0810
2019,33.4571,Male,3.0,GRD0811
2020,33.7342,Male,3.0,GRD0812
2021,35.1031,Male,3.0,GRD0813
2022,34.6599,Male,3.0,GRD0814
2023,36.0247,Male,3.0,GRD0815
2002,19.2547,Male,115.0,GRD0816
2003,20.5907,Male,115.0,GRD0817
2004,25.9672,Male,115.0,GRD0818
2005,26.3181,Male,115.0,GRD0819
2006,29.7736,Male,115.0,GRD0820
2007,29.6255,Male,115.0,GRD0821
2009,32.9825,Male,115.0,GRD0822
2011,36.6585,Male,115.0,GRD0823
2024,21.0384,Male,115.0,GRD0824
2013,49.5533,Male,42.0,GRD0825
2014,50.2892,Male,42.0,GRD0826
2015,48.9205,Male,42.0,GRD0827
2016,50.4736,Male,42.0,GRD0828
2017,49.3422,Male,42.0,GRD0829
2018,48.174,Male,42.0,GRD0830
2019,48.5184,Male,42.0,GRD0831
2020,47.3637,Male,42.0,GRD0832
2021,48.9409,Male,42.0,GRD0833
2022,50.2546,Male,42.0,GRD0834
2023,49.5246,Male,42.0,GRD0835
2000,19.1194,Male,104.0,GRD0836
2001,22.9725,Male,104.0,GRD0837
2002,25.2321,Male,104.0,GRD0838
2003,27.1033,Male,104.0,GRD0839
2004,39.7304,Male,104.0,GRD0840
2005,34.9069,Male,104.0,GRD0841
2006,40.3576,Male,104.0,GRD0842
2009,49.9207,Male,104.0,GRD0843
2014,47.4861,Male,104.0,GRD0844
2015,55.9983,Male,104.0,GRD0845
2016,44.4337,Male,104.0,GRD0846
2017,42.8509,Male,104.0,GRD0847
2018,41.9611,Male,104.0,GRD0848
2019,44.9303,Male,104.0,GRD0849
2020,52.4897,Male,104.0,GRD0850
2024,55.9242,Male,104.0,GRD0851
2000,2.3689,Male,123.0,GRD0852
2001,3.3118,Male,123.0,GRD0853
2001,18.3601,Male,78.0,GRD0854
2002,21.0929,Male,78.0,GRD0855
2003,23.1068,Male,78.0,GRD0856
2004,28.9369,Male,78.0,GRD0857
2005,28.7771,Male,78.0,GRD0858
2006,27.2999,Male,78.0,GRD0859
2007,25.205,Male,78.0,GRD0860
2008,19.6941,Male,78.0,GRD0861
2009,22.7146,Male,78.0,GRD0862
2010,25.7986,Male,78.0,GRD0863
2011,25.7556,Male,78.0,GRD0864
2012,28.1097,Male,78.0,GRD0865
2013,30.1829,Male,78.0,GRD0866
2014,32.4281,Male,78.0,GRD0867
2015,37.2425,Male,78.0,GRD0868
2016,31.7629,Male,78.0,GRD0869
2017,37.3163,Male,78.0,GRD0870
2018,55.0431,Male,78.0,GRD0871
2019,22.1178,Male,78.0,GRD0872
2020,24.8794,Male,78.0,GRD0873
2021,26.1469,Male,78.0,GRD0874
2022,28.3284,Male,78.0,GRD0875
2023,25.8287,Male,78.0,GRD0876
2024,34.5495,Male,78.0,GRD0877
2000,2.3166,Male,211.0,GRD0878
2001,2.169,Male,211.0,GRD0879
2002,2.107,Male,211.0,GRD0880
2004,4.5571,Male,211.0,GRD0881
2007,6.6918,Male,211.0,GRD0882
2020,17.7686,Male,199.0,GRD0883
2000,11.1647,Male,51.0,GRD0884
2001,11.9806,Male,51.0,GRD0885
2002,12.3248,Male,51.0,GRD0886
2003,14.4914,Male,51.0,GRD0887
2004,15.6392,Male,51.0,GRD0888
2005,15.3831,Male,51.0,GRD0889
2006,18.354,Male,51.0,GRD0890
2007,19.1848,Male,51.0,GRD0891
2008,18.8915,Male,51.0,GRD0892
2009,22.0895,Male,51.0,GRD0893
2010,22.5657,Male,51.0,GRD0894
2011,22.9878,Male,51.0,GRD0895
2000,4.927,Male,88.0,GRD0896
2005,1.6695,Male,171.0,GRD0897
2003,20.0873,Male,160.0,GRD0898
2004,11.8421,Male,160.0,GRD0899
2005,27.2321,Male,160.0,GRD0900
2006,48.4849,Male,160.0,GRD0901
2007,42.7313,Male,160.0,GRD0902
2008,54.185,Male,160.0,GRD0903
2009,54.8223,Male,160.0,GRD0904
2010,23.9819,Male,160.0,GRD0905
2011,20.7031,Male,160.0,GRD0906
2012,21.6327,Male,160.0,GRD0907
2014,21.3115,Male,160.0,GRD0908
2015,18.6275,Male,160.0,GRD0909
2018,12.0332,Male,160.0,GRD0910
2019,13.8393,Male,160.0,GRD0911
2020,8.0851,Male,160.0,GRD0912
2010,5.1363,Male,14.0,GRD0913
2011,5.0646,Male,14.0,GRD0914
2013,6.0898,Male,14.0,GRD0915
2014,7.1678,Male,14.0,GRD0916
2015,7.2484,Male,14.0,GRD0917
2016,7.4714,Male,14.0,GRD0918
2017,7.6309,Male,14.0,GRD0919
2018,7.3941,Male,14.0,GRD0920
2019,7.3401,Male,14.0,GRD0921
2020,6.931,Male,14.0,GRD0922
2021,8.4306,Male,14.0,GRD0923
2022,9.3877,Male,14.0,GRD0924
2023,8.5564,Male,14.0,GRD0925
2012,2.1073,Male,128.0,GRD0926
2013,2.1518,Male,128.0,GRD0927
2014,2.5882,Male,128.0,GRD0928
2018,3.0462,Male,128.0,GRD0929
2000,17.6817,Male,21.0,GRD0930
2001,19.078,Male,21.0,GRD0931
2002,21.0606,Male,21.0,GRD0932
2003,24.4884,Male,21.0,GRD0933
2004,25.5678,Male,21.0,GRD0934
2005,28.1759,Male,21.0,GRD0935
2006,32.4757,Male,21.0,GRD0936
2007,31.7542,Male,21.0,GRD0937
2008,30.7646,Male,21.0,GRD0938
2009,34.2015,Male,21.0,GRD0939
2010,33.4103,Male,21.0,GRD0940
2011,33.8962,Male,21.0,GRD0941
2012,37.2004,Male,21.0,GRD0942
2013,55.3161,Male,21.0,GRD0943
2014,47.1064,Male,21.0,GRD0944
2015,42.7829,Male,21.0,GRD0945
2016,40.6629,Male,21.0,GRD0946
2017,39.6898,Male,21.0,GRD0947
2018,42.0953,Male,21.0,GRD0948
2019,45.2655,Male,21.0,GRD0949
2020,45.01,Male,21.0,GRD0950
2021,45.1754,Male,21.0,GRD0951
2022,41.607,Male,21.0,GRD0952
2023,43.0866,Male,21.0,GRD0953
2008,5.7351,Male,37.0,GRD0954
2012,7.2401,Male,37.0,GRD0955
2013,7.6466,Male,37.0,GRD0956
2014,7.454,Male,37.0,GRD0957
2015,8.1662,Male,37.0,GRD0958
2018,7.2771,Male,37.0,GRD0959
2019,7.1537,Male,37.0,GRD0960
2020,6.84,Male,37.0,GRD0961
2021,7.5969,Male,37.0,GRD0962
2022,7.5972,Male,37.0,GRD0963
2023,7.2817,Male,37.0,GRD0964
2000,29.0953,Male,52.0,GRD0965
2001,50.1601,Male,52.0,GRD0966
2002,28.4278,Male,52.0,GRD0967
2003,16.6697,Male,52.0,GRD0968
2004,23.0198,Male,52.0,GRD0969
2005,24.5168,Male,52.0,GRD0970
2006,24.8889,Male,52.0,GRD0971
2007,23.9254,Male,52.0,GRD0972
2008,20.2502,Male,52.0,GRD0973
2009,23.1303,Male,52.0,GRD0974
2010,25.6535,Male,52.0,GRD0975
2011,27.1695,Male,52.0,GRD0976
2012,27.5436,Male,52.0,GRD0977
2013,26.7051,Male,52.0,GRD0978
2014,22.1591,Male,52.0,GRD0979
2015,24.0615,Male,52.0,GRD0980
2016,26.2666,Male,52.0,GRD0981
2017,28.8525,Male,52.0,GRD0982
2018,31.6866,Male,52.0,GRD0983
2019,32.221,Male,52.0,GRD0984
2020,31.5319,Male,52.0,GRD0985
2021,34.5273,Male,52.0,GRD0986
2022,29.8329,Male,52.0,GRD0987
2023,30.5033,Male,52.0,GRD0988
2001,5.7255,Male,142.0,GRD0989
2006,5.2008,Male,142.0,GRD0990
2015,11.9201,Male,142.0,GRD0991
2016,14.113,Male,142.0,GRD0992
2017,15.3109,Male,142.0,GRD0993
2019,16.3732,Male,142.0,GRD0994
2020,16.7273,Male,142.0,GRD0995
2021,16.9268,Male,142.0,GRD0996
2022,18.8832,Male,142.0,GRD0997
2023,18.0988,Male,142.0,GRD0998
2024,16.5745,Male,142.0,GRD0999
2016,39.6226,Male,174.0,GRD1000
2024,156.7416,Male,174.0,GRD1001
2014,33.8963,Male,33.0,GRD1002
2015,34.2916,Male,33.0,GRD1003
2016,34.351,Male,33.0,GRD1004
2017,33.637,Male,33.0,GRD1005
2018,34.4038,Male,33.0,GRD1006
2019,33.7713,Male,33.0,GRD1007
2020,34.2036,Male,33.0,GRD1008
2001,1.0923,Male,61.0,GRD1009
2002,0.8727,Male,61.0,GRD1010
2003,0.9343,Male,61.0,GRD1011
2004,1.2678,Male,61.0,GRD1012
2005,1.2665,Male,61.0,GRD1013
2006,1.2548,Male,61.0,GRD1014
2007,1.3486,Male,61.0,GRD1015
2008,1.3103,Male,61.0,GRD1016
2009,1.4293,Male,61.0,GRD1017
2010,1.1723,Male,61.0,GRD1018
2013,2.6496,Male,61.0,GRD1019
2014,1.8453,Male,61.0,GRD1020
2015,2.1229,Male,61.0,GRD1021
2016,3.0612,Male,61.0,GRD1022
2017,3.364,Male,61.0,GRD1023
2018,3.6197,Male,61.0,GRD1024
2019,3.3553,Male,61.0,GRD1025
2020,3.5243,Male,61.0,GRD1026
2022,3.4882,Male,61.0,GRD1027
2023,3.5106,Male,61.0,GRD1028
2001,15.9672,Male,203.0,GRD1029
2003,14.705,Male,203.0,GRD1030
2005,14.8733,Male,203.0,GRD1031
2006,16.6165,Male,203.0,GRD1032
2007,16.5993,Male,203.0,GRD1033
2008,15.8566,Male,203.0,GRD1034
2009,16.7852,Male,203.0,GRD1035
2010,16.8571,Male,203.0,GRD1036
2011,18.1105,Male,203.0,GRD1037
2013,19.8177,Male,203.0,GRD1038
2014,20.3044,Male,203.0,GRD1039
2015,20.7169,Male,203.0,GRD1040
2016,24.2764,Male,203.0,GRD1041
2017,25.3334,Male,203.0,GRD1042
2021,27.7657,Male,203.0,GRD1043
2019,3.8461,Male,120.0,GRD1044
2000,7.3521,Male,150.0,GRD1045
2001,6.9169,Male,150.0,GRD1046
2002,7.334,Male,150.0,GRD1047
2003,9.5324,Male,150.0,GRD1048
2004,9.9367,Male,150.0,GRD1049
2005,10.191,Male,150.0,GRD1050
2006,11.9916,Male,150.0,GRD1051
2007,18.2633,Male,150.0,GRD1052
2008,24.5781,Male,150.0,GRD1053
2009,25.0207,Male,150.0,GRD1054
2010,25.6559,Male,150.0,GRD1055
2011,24.115,Male,150.0,GRD1056
2012,27.0385,Male,150.0,GRD1057
2013,25.6215,Male,150.0,GRD1058
2014,26.4382,Male,150.0,GRD1059
2015,22.8602,Male,150.0,GRD1060
2017,23.663,Male,150.0,GRD1061
2018,20.8651,Male,150.0,GRD1062
2020,20.0558,Male,150.0,GRD1063
2021,23.0135,Male,150.0,GRD1064
2022,28.9773,Male,150.0,GRD1065
2000,14.1554,Male,82.0,GRD1066
2001,17.1003,Male,82.0,GRD1067
2002,18.2413,Male,82.0,GRD1068
2003,22.2334,Male,82.0,GRD1069
2004,18.5912,Male,82.0,GRD1070
2006,26.6712,Male,82.0,GRD1071
2009,28.4533,Male,82.0,GRD1072
2010,25.0957,Male,82.0,GRD1073
2011,25.4677,Male,82.0,GRD1074
2012,24.2919,Male,82.0,GRD1075
2013,30.9804,Male,82.0,GRD1076
2014,31.4415,Male,82.0,GRD1077
2015,30.0295,Male,82.0,GRD1078
2016,29.4885,Male,82.0,GRD1079
2017,35.6536,Male,82.0,GRD1080
2019,35.2667,Male,82.0,GRD1081
2020,34.5234,Male,82.0,GRD1082
2021,40.0538,Male,82.0,GRD1083
2022,50.382,Male,82.0,GRD1084
2023,40.3588,Male,82.0,GRD1085
2007,6.279,Male,113.0,GRD1086
2011,9.0566,Male,113.0,GRD1087
2017,31.6744,Male,62.0,GRD1088
2019,31.2605,Male,62.0,GRD1089
2021,27.6074,Male,62.0,GRD1090
2000,12.6188,Male,65.0,GRD1091
2001,18.1102,Male,65.0,GRD1092
2002,22.1627,Male,65.0,GRD1093
2003,22.461,Male,65.0,GRD1094
2004,24.3052,Male,65.0,GRD1095
2005,24.4874,Male,65.0,GRD1096
2006,26.3268,Male,65.0,GRD1097
2007,28.0189,Male,65.0,GRD1098
2008,31.1976,Male,65.0,GRD1099
2009,34.0161,Male,65.0,GRD1100
2010,33.3016,Male,65.0,GRD1101
2011,36.8743,Male,65.0,GRD1102
2012,38.3809,Male,65.0,GRD1103
2017,46.9907,Male,65.0,GRD1104
2018,40.891,Male,65.0,GRD1105
2019,31.4952,Male,65.0,GRD1106
2022,41.9967,Male,65.0,GRD1107
2023,43.4564,Male,65.0,GRD1108
2009,2.4165,Male,178.0,GRD1109
2010,0.274,Male,178.0,GRD1110
2018,4.0551,Male,178.0,GRD1111
2015,4.7553,Male,55.0,GRD1112
2016,5.0658,Male,55.0,GRD1113
2017,5.3363,Male,55.0,GRD1114
2019,5.2647,Male,55.0,GRD1115
2017,24.3505,Male,9.0,GRD1116
2007,0.6862,Male,96.0,GRD1117
2021,9.676,Male,212.0,GRD1118
2022,9.7165,Male,212.0,GRD1119
2023,10.183,Male,212.0,GRD1120
2001,7.4524,Male,36.0,GRD1121
2003,3.6871,Male,36.0,GRD1122
2005,4.9374,Male,36.0,GRD1123
2006,2.5271,Male,36.0,GRD1124
2008,5.8861,Male,36.0,GRD1125
2014,5.1557,Male,36.0,GRD1126
2015,5.9358,Male,36.0,GRD1127
2016,7.9915,Male,36.0,GRD1128
2017,8.4796,Male,36.0,GRD1129
2018,8.7334,Male,36.0,GRD1130
2019,10.085,Male,36.0,GRD1131
2020,10.0577,Male,36.0,GRD1132
2022,9.8611,Male,36.0,GRD1133
2001,0.3043,Male,112.0,GRD1134
2010,1.2268,Male,112.0,GRD1135
2016,1.4872,Male,112.0,GRD1136
2017,1.7199,Male,112.0,GRD1137
2018,5.7169,Male,112.0,GRD1138
2019,6.0251,Male,112.0,GRD1139
2002,2.5352,Male,105.0,GRD1140
2000,33.6592,Male,87.0,GRD1141
2001,33.4781,Male,87.0,GRD1142
2002,34.8603,Male,87.0,GRD1143
2003,35.3695,Male,87.0,GRD1144
2004,37.1791,Male,87.0,GRD1145
2005,40.2216,Male,87.0,GRD1146
2006,43.9056,Male,87.0,GRD1147
2007,41.9115,Male,87.0,GRD1148
2008,39.6918,Male,87.0,GRD1149
2009,38.8329,Male,87.0,GRD1150
2010,38.3644,Male,87.0,GRD1151
2011,38.9956,Male,87.0,GRD1152
2012,42.1865,Male,87.0,GRD1153
2013,36.3424,Male,87.0,GRD1154
2014,37.4684,Male,87.0,GRD1155
2015,40.7221,Male,87.0,GRD1156
2016,40.4723,Male,87.0,GRD1157
2017,42.5495,Male,87.0,GRD1158
2018,42.8947,Male,87.0,GRD1159
2019,42.5626,Male,87.0,GRD1160
2020,41.1328,Male,87.0,GRD1161
2021,44.0882,Male,87.0,GRD1162
2022,39.4307,Male,87.0,GRD1163
2023,41.8706,Male,87.0,GRD1164
2000,28.1154,Male,69.0,GRD1165
2001,33.1688,Male,69.0,GRD1166
2002,29.745,Male,69.0,GRD1167
2003,30.0285,Male,69.0,GRD1168
2004,33.798,Male,69.0,GRD1169
2005,31.2874,Male,69.0,GRD1170
2006,33.9752,Male,69.0,GRD1171
2007,33.8148,Male,69.0,GRD1172
2008,35.0359,Male,69.0,GRD1173
2009,32.976,Male,69.0,GRD1174
2010,34.7508,Male,69.0,GRD1175
2011,34.133,Male,69.0,GRD1176
2012,33.2842,Male,69.0,GRD1177
2013,33.3248,Male,69.0,GRD1178
2014,35.116,Male,69.0,GRD1179
2015,35.6164,Male,69.0,GRD1180
2016,36.3052,Male,69.0,GRD1181
2017,41.3645,Male,69.0,GRD1182
2018,41.6147,Male,69.0,GRD1183
2019,43.2496,Male,69.0,GRD1184
2020,44.7323,Male,69.0,GRD1185
2021,47.5847,Male,69.0,GRD1186
2022,44.699,Male,69.0,GRD1187
2023,45.7053,Male,69.0,GRD1188
2013,10.6152,Male,208.0,GRD1189
2005,36.2809,Male,76.0,GRD1190
2013,41.9852,Male,76.0,GRD1191
2014,42.1225,Male,76.0,GRD1192
2015,44.076,Male,76.0,GRD1193
2016,41.6643,Male,76.0,GRD1194
2017,43.7212,Male,76.0,GRD1195
2018,35.1565,Male,76.0,GRD1196
2019,43.1739,Male,76.0,GRD1197
2020,30.4297,Male,76.0,GRD1198
2021,29.8511,Male,76.0,GRD1199
2022,28.8066,Male,76.0,GRD1200
2023,29.4678,Male,76.0,GRD1201
2007,9.4446,Male,146.0,GRD1202
2009,4.7407,Male,146.0,GRD1203
2010,11.1469,Male,146.0,GRD1204
2013,7.6978,Male,146.0,GRD1205
2014,9.4784,Male,146.0,GRD1206
2015,11.5464,Male,146.0,GRD1207
2016,9.748,Male,146.0,GRD1208
2017,9.873,Male,146.0,GRD1209
2018,12.0746,Male,146.0,GRD1210
2019,12.6811,Male,146.0,GRD1211
2020,14.0125,Male,146.0,GRD1212
2021,14.0087,Male,146.0,GRD1213
2002,13.3673,Male,155.0,GRD1214
2003,24.8161,Male,155.0,GRD1215
2004,12.9777,Male,155.0,GRD1216
2005,12.0035,Male,155.0,GRD1217
2006,13.6888,Male,155.0,GRD1218
2007,13.2054,Male,155.0,GRD1219
2008,14.219,Male,155.0,GRD1220
2009,14.6606,Male,155.0,GRD1221
2010,15.2249,Male,155.0,GRD1222
2012,15.6777,Male,155.0,GRD1223
2013,15.9897,Male,155.0,GRD1224
2014,16.3303,Male,155.0,GRD1225
2015,15.8338,Male,155.0,GRD1226
2016,16.4533,Male,155.0,GRD1227
2020,9.5519,Male,155.0,GRD1228
2001,13.234,Male,200.0,GRD1229
2002,13.7714,Male,200.0,GRD1230
2004,15.3166,Male,200.0,GRD1231
2005,13.2571,Male,200.0,GRD1232
2006,13.7535,Male,200.0,GRD1233
2001,29.8602,Male,114.0,GRD1234
2002,31.2544,Male,114.0,GRD1235
2003,32.8581,Male,114.0,GRD1236
2004,32.2396,Male,114.0,GRD1237
2005,31.4106,Male,114.0,GRD1238
2006,31.2381,Male,114.0,GRD1239
2007,33.6992,Male,114.0,GRD1240
2008,35.7058,Male,114.0,GRD1241
2009,39.0312,Male,114.0,GRD1242
2010,44.4196,Male,114.0,GRD1243
2011,45.739,Male,114.0,GRD1244
2012,42.2488,Male,114.0,GRD1245
2013,37.0659,Male,114.0,GRD1246
2014,34.8862,Male,114.0,GRD1247
2015,34.8364,Male,114.0,GRD1248
2017,36.9067,Male,114.0,GRD1249
2018,34.4177,Male,114.0,GRD1250
2019,33.9388,Male,114.0,GRD1251
2020,33.9707,Male,114.0,GRD1252
2021,36.6986,Male,114.0,GRD1253
2022,38.1089,Male,114.0,GRD1254
2023,39.2926,Male,114.0,GRD1255
2004,21.6679,Male,139.0,GRD1256
2005,23.559,Male,139.0,GRD1257
2006,24.7787,Male,139.0,GRD1258
2007,39.217,Male,139.0,GRD1259
2008,43.7858,Male,139.0,GRD1260
2009,38.4145,Male,139.0,GRD1261
2010,35.944,Male,139.0,GRD1262
2011,36.0753,Male,139.0,GRD1263
2012,35.4384,Male,139.0,GRD1264
2013,42.6563,Male,139.0,GRD1265
2014,41.1266,Male,139.0,GRD1266
2015,41.2146,Male,139.0,GRD1267
2016,42.6387,Male,139.0,GRD1268
2017,43.0555,Male,139.0,GRD1269
2019,43.2669,Male,139.0,GRD1270
2020,44.7309,Male,139.0,GRD1271
2021,45.201,Male,139.0,GRD1272
2022,41.0659,Male,139.0,GRD1273
2023,44.9978,Male,139.0,GRD1274
2000,13.7391,Male,145.0,GRD1275
2001,15.393,Male,145.0,GRD1276
2003,14.5868,Male,145.0,GRD1277
2004,13.8182,Male,145.0,GRD1278
2007,18.85,Male,145.0,GRD1279
2008,20.4745,Male,145.0,GRD1280
2009,21.4827,Male,145.0,GRD1281
2010,21.2792,Male,145.0,GRD1282
2011,22.0578,Male,145.0,GRD1283
2012,22.3469,Male,145.0,GRD1284
2013,22.825,Male,145.0,GRD1285
2014,23.1039,Male,145.0,GRD1286
2015,24.3859,Male,145.0,GRD1287
2016,26.5395,Male,145.0,GRD1288
2017,27.0803,Male,145.0,GRD1289
2018,29.7848,Male,145.0,GRD1290
2019,26.121,Male,145.0,GRD1291
2020,24.4188,Male,145.0,GRD1292
2021,24.0331,Male,145.0,GRD1293
2022,26.427,Male,145.0,GRD1294
2023,23.8372,Male,145.0,GRD1295
2001,6.1285,Male,164.0,GRD1296
2002,5.0651,Male,164.0,GRD1297
2003,5.2091,Male,164.0,GRD1298
2007,1.755,Male,164.0,GRD1299
2008,1.643,Male,164.0,GRD1300
2010,0.7648,Male,164.0,GRD1301
2011,1.1259,Male,164.0,GRD1302
2012,1.1211,Male,164.0,GRD1303
2013,1.1094,Male,164.0,GRD1304
2014,1.2534,Male,164.0,GRD1305
2015,1.4593,Male,164.0,GRD1306
2016,1.5866,Male,164.0,GRD1307
2017,1.9632,Male,164.0,GRD1308
2018,1.9602,Male,164.0,GRD1309
2019,1.9408,Male,164.0,GRD1310
2020,2.0571,Male,164.0,GRD1311
2021,3.2943,Male,164.0,GRD1312
2022,3.8272,Male,164.0,GRD1313
2000,14.3752,Male,205.0,GRD1314
2001,15.1206,Male,205.0,GRD1315
2002,19.1122,Male,205.0,GRD1316
2003,21.9371,Male,205.0,GRD1317
2004,23.6902,Male,205.0,GRD1318
2005,23.9491,Male,205.0,GRD1319
2006,25.2493,Male,205.0,GRD1320
2007,28.4076,Male,205.0,GRD1321
2008,51.3641,Male,205.0,GRD1322
2009,56.5526,Male,205.0,GRD1323
2010,47.5266,Male,205.0,GRD1324
2011,44.5189,Male,205.0,GRD1325
2013,33.7048,Male,205.0,GRD1326
2014,32.7807,Male,205.0,GRD1327
2015,31.6355,Male,205.0,GRD1328
2016,30.7371,Male,205.0,GRD1329
2019,34.5512,Male,205.0,GRD1330
2020,34.5763,Male,205.0,GRD1331
2021,34.8897,Male,205.0,GRD1332
2022,34.7899,Male,205.0,GRD1333
