institution_type,year,enrollment_percentage,field_id,country_id,enrollment_id
Private educational institutions,2023,7.6284,F003,75.0,ENR0607
Private educational institutions,2023,0.9566,F004,75.0,ENR0608
Private educational institutions,2023,97.429,F001,202.0,ENR0609
Private educational institutions,2023,77.8194,F002,202.0,ENR0610
Private educational institutions,2023,74.7536,F003,202.0,ENR0611
Private educational institutions,2023,70.7022,F004,202.0,ENR0612
Private educational institutions,2023,20.1511,F001,106.0,ENR0613
Private educational institutions,2023,23.174,F002,106.0,ENR0614
Private educational institutions,2023,21.1235,F003,106.0,ENR0615
Private educational institutions,2023,12.8205,F004,106.0,ENR0616
Private educational institutions,2023,0.4126,F001,24.0,ENR0617
Private educational institutions,2023,1.9313,F002,24.0,ENR0618
Private educational institutions,2023,6.4784,F003,24.0,ENR0619
Private educational institutions,2023,0.0381,F004,24.0,ENR0620
Private educational institutions,2023,56.0727,F001,74.0,ENR0621
Private educational institutions,2023,88.9054,F002,74.0,ENR0622
Private educational institutions,2023,86.3054,F003,74.0,ENR0623
Private educational institutions,2023,23.9522,F002,3.0,ENR0624
Private educational institutions,2023,17.6019,F003,3.0,ENR0625
Private educational institutions,2023,5.1373,F004,3.0,ENR0626
Private educational institutions,2023,92.936,F001,42.0,ENR0627
Private educational institutions,2023,80.4145,F002,42.0,ENR0628
Private educational institutions,2023,52.453,F003,42.0,ENR0629
Private educational institutions,2023,27.4782,F004,42.0,ENR0630
Private educational institutions,2023,97.78,F001,63.0,ENR0631
Private educational institutions,2023,77.4824,F002,63.0,ENR0632
Private educational institutions,2023,69.9185,F003,63.0,ENR0633
Private educational institutions,2023,63.9316,F004,63.0,ENR0634
Private educational institutions,2023,62.1369,F001,52.0,ENR0635
Private educational institutions,2023,15.2055,F002,21.0,ENR0636
Private educational institutions,2023,5.8152,F003,21.0,ENR0637
Private educational institutions,2023,1.2008,F004,21.0,ENR0638
Private educational institutions,2023,4.018,F001,203.0,ENR0639
Private educational institutions,2023,35.1837,F002,203.0,ENR0640
Private educational institutions,2023,66.8095,F003,203.0,ENR0641
Private educational institutions,2023,55.785,F004,203.0,ENR0642
Private educational institutions,2023,76.272,F002,87.0,ENR0643
Private educational institutions,2023,50.5975,F003,87.0,ENR0644
Private educational institutions,2023,22.5007,F004,87.0,ENR0645
Private educational institutions,2023,31.2945,F001,76.0,ENR0646
Private educational institutions,2023,4.9923,F002,76.0,ENR0647
Private educational institutions,2023,6.2963,F003,76.0,ENR0648
Private educational institutions,2023,32.9475,F001,69.0,ENR0649
Private educational institutions,2023,23.8028,F002,69.0,ENR0650
Private educational institutions,2023,7.0054,F003,69.0,ENR0651
Private educational institutions,2023,1.9679,F004,69.0,ENR0652
Private educational institutions,2023,49.6988,F001,114.0,ENR0653
Private educational institutions,2023,37.2513,F002,114.0,ENR0654
Private educational institutions,2023,34.2913,F003,114.0,ENR0655
Private educational institutions,2023,3.8799,F004,114.0,ENR0656
Private educational institutions,2023,24.105,F001,139.0,ENR0657
Private educational institutions,2023,21.5973,F002,139.0,ENR0658
Private educational institutions,2023,16.4692,F003,139.0,ENR0659
Private educational institutions,2023,7.2136,F004,139.0,ENR0660
Private educational institutions,2023,33.8941,F001,107.0,ENR0661
Private educational institutions,2023,20.084,F002,107.0,ENR0662
Private educational institutions,2023,11.6161,F003,107.0,ENR0663
Private educational institutions,2023,19.2452,F004,107.0,ENR0664
Private educational institutions,2023,36.3717,F001,182.0,ENR0665
Private educational institutions,2023,23.6685,F002,182.0,ENR0666
Private educational institutions,2023,40.8735,F003,182.0,ENR0667
Private educational institutions,2023,6.6278,F004,182.0,ENR0668
Private educational institutions,2023,74.4462,F001,127.0,ENR0669
Private educational institutions,2023,5.1794,F002,127.0,ENR0670
Private educational institutions,2023,8.3547,F003,127.0,ENR0671
Private educational institutions,2023,7.8025,F004,127.0,ENR0672
Private educational institutions,2023,89.8667,F001,156.0,ENR0673
Private educational institutions,2023,20.7966,F002,156.0,ENR0674
Private educational institutions,2023,5.4268,F003,156.0,ENR0675
Private educational institutions,2023,1.2984,F004,156.0,ENR0676
Private educational institutions,2023,5.9185,F001,148.0,ENR0677
Private educational institutions,2023,34.1701,F002,148.0,ENR0678
Private educational institutions,2023,52.9472,F003,148.0,ENR0679
Private educational institutions,2023,39.4436,F004,148.0,ENR0680
Private educational institutions,2023,45.7471,F001,161.0,ENR0681
Private educational institutions,2023,79.2605,F002,161.0,ENR0682
Private educational institutions,2023,15.8976,F003,161.0,ENR0683
Private educational institutions,2023,12.7649,F004,161.0,ENR0684
Private educational institutions,2023,13.8345,F002,34.0,ENR0685
Private educational institutions,2023,9.4959,F003,34.0,ENR0686
Private educational institutions,2023,4.4136,F004,34.0,ENR0687
Private educational institutions,2023,12.3529,F002,85.0,ENR0688
Private educational institutions,2023,5.5907,F003,85.0,ENR0689
Private educational institutions,2023,2.39,F004,85.0,ENR0690
Private educational institutions,2023,95.3511,F001,28.0,ENR0691
Private educational institutions,2023,67.3507,F002,28.0,ENR0692
Private educational institutions,2023,76.0948,F003,28.0,ENR0693
Private educational institutions,2023,54.6831,F004,28.0,ENR0694
Private educational institutions,2023,13.9046,F002,205.0,ENR0695
Private educational institutions,2023,8.5535,F003,205.0,ENR0696
Private educational institutions,2023,1.3763,F004,205.0,ENR0697
Public educational institutions,2023,30.5893,F001,5.0,ENR0698
Public educational institutions,2023,90.2726,F002,5.0,ENR0699
Public educational institutions,2023,88.0309,F003,5.0,ENR0700
Public educational institutions,2023,98.7619,F004,5.0,ENR0701
Public educational institutions,2023,78.9064,F001,169.0,ENR0702
Public educational institutions,2023,72.8308,F002,169.0,ENR0703
Public educational institutions,2023,75.6684,F003,169.0,ENR0704
Public educational institutions,2023,94.6086,F004,169.0,ENR0705
Public educational institutions,2023,45.8628,F001,58.0,ENR0706
Public educational institutions,2023,41.1619,F002,58.0,ENR0707
Public educational institutions,2023,39.1641,F003,58.0,ENR0708
Public educational institutions,2023,58.0351,F004,58.0,ENR0709
Public educational institutions,2023,6.0807,F001,71.0,ENR0710
Public educational institutions,2023,19.3875,F002,71.0,ENR0711
Public educational institutions,2023,19.6618,F003,71.0,ENR0712
Public educational institutions,2023,37.8108,F004,71.0,ENR0713
Public educational institutions,2023,80.747,F001,72.0,ENR0714
Public educational institutions,2023,46.3747,F002,72.0,ENR0715
Public educational institutions,2023,21.2504,F003,72.0,ENR0716
Public educational institutions,2023,50.0999,F004,72.0,ENR0717
Public educational institutions,2023,80.3738,F001,168.0,ENR0718
Public educational institutions,2023,85.3377,F002,168.0,ENR0719
Public educational institutions,2023,94.6145,F003,168.0,ENR0720
Public educational institutions,2023,99.5357,F004,168.0,ENR0721
Public educational institutions,2023,98.0948,F001,30.0,ENR0722
Public educational institutions,2023,99.7326,F002,30.0,ENR0723
Public educational institutions,2023,92.0189,F002,153.0,ENR0724
Public educational institutions,2023,97.9243,F003,153.0,ENR0725
Public educational institutions,2023,97.8975,F004,153.0,ENR0726
Public educational institutions,2023,36.8772,F002,27.0,ENR0727
Public educational institutions,2023,75.7544,F003,27.0,ENR0728
Public educational institutions,2023,48.3512,F001,179.0,ENR0729
Public educational institutions,2023,84.8576,F002,179.0,ENR0730
Public educational institutions,2023,67.9443,F003,179.0,ENR0731
Public educational institutions,2023,98.7104,F004,179.0,ENR0732
Public educational institutions,2023,6.837,F001,75.0,ENR0733
Public educational institutions,2023,75.1147,F002,75.0,ENR0734
Public educational institutions,2023,92.3716,F003,75.0,ENR0735
Public educational institutions,2023,99.0434,F004,75.0,ENR0736
Public educational institutions,2023,2.571,F001,202.0,ENR0737
Public educational institutions,2023,22.1806,F002,202.0,ENR0738
Public educational institutions,2023,25.2464,F003,202.0,ENR0739
Public educational institutions,2023,29.2978,F004,202.0,ENR0740
Public educational institutions,2023,79.8489,F001,106.0,ENR0741
Public educational institutions,2023,76.826,F002,106.0,ENR0742
Public educational institutions,2023,78.8765,F003,106.0,ENR0743
Public educational institutions,2023,87.1795,F004,106.0,ENR0744
Public educational institutions,2023,99.5874,F001,24.0,ENR0745
Public educational institutions,2023,98.0687,F002,24.0,ENR0746
Public educational institutions,2023,93.5216,F003,24.0,ENR0747
Public educational institutions,2023,99.9619,F004,24.0,ENR0748
Public educational institutions,2023,43.9273,F001,74.0,ENR0749
Public educational institutions,2023,11.0946,F002,74.0,ENR0750
Public educational institutions,2023,13.6946,F003,74.0,ENR0751
Public educational institutions,2023,76.0478,F002,3.0,ENR0752
Public educational institutions,2023,82.3981,F003,3.0,ENR0753
Public educational institutions,2023,94.8627,F004,3.0,ENR0754
Public educational institutions,2023,7.064,F001,42.0,ENR0755
Public educational institutions,2023,19.5855,F002,42.0,ENR0756
Public educational institutions,2023,47.547,F003,42.0,ENR0757
Public educational institutions,2023,72.5218,F004,42.0,ENR0758
Public educational institutions,2023,2.22,F001,63.0,ENR0759
Public educational institutions,2023,22.5176,F002,63.0,ENR0760
Public educational institutions,2023,30.0815,F003,63.0,ENR0761
Public educational institutions,2023,36.0684,F004,63.0,ENR0762
Public educational institutions,2023,37.8631,F001,52.0,ENR0763
Public educational institutions,2023,84.7945,F002,21.0,ENR0764
Public educational institutions,2023,94.1848,F003,21.0,ENR0765
Public educational institutions,2023,98.7992,F004,21.0,ENR0766
Public educational institutions,2023,95.982,F001,203.0,ENR0767
Public educational institutions,2023,64.8163,F002,203.0,ENR0768
Public educational institutions,2023,33.1905,F003,203.0,ENR0769
Public educational institutions,2023,44.215,F004,203.0,ENR0770
Public educational institutions,2023,23.728,F002,87.0,ENR0771
Public educational institutions,2023,49.4025,F003,87.0,ENR0772
Public educational institutions,2023,77.4993,F004,87.0,ENR0773
Public educational institutions,2023,68.7055,F001,76.0,ENR0774
Public educational institutions,2023,95.0077,F002,76.0,ENR0775
Public educational institutions,2023,93.7037,F003,76.0,ENR0776
Public educational institutions,2023,67.0525,F001,69.0,ENR0777
Public educational institutions,2023,76.1972,F002,69.0,ENR0778
Public educational institutions,2023,92.9946,F003,69.0,ENR0779
Public educational institutions,2023,98.0321,F004,69.0,ENR0780
Public educational institutions,2023,50.3012,F001,114.0,ENR0781
Public educational institutions,2023,62.7487,F002,114.0,ENR0782
Public educational institutions,2023,65.7087,F003,114.0,ENR0783
Public educational institutions,2023,96.1201,F004,114.0,ENR0784
Public educational institutions,2023,75.895,F001,139.0,ENR0785
Public educational institutions,2023,78.4027,F002,139.0,ENR0786
Public educational institutions,2023,83.5308,F003,139.0,ENR0787
Public educational institutions,2023,92.7864,F004,139.0,ENR0788
Public educational institutions,2023,66.1059,F001,107.0,ENR0789
Public educational institutions,2023,79.916,F002,107.0,ENR0790
Public educational institutions,2023,88.3839,F003,107.0,ENR0791
Public educational institutions,2023,80.7548,F004,107.0,ENR0792
Public educational institutions,2023,63.6283,F001,182.0,ENR0793
Public educational institutions,2023,76.3315,F002,182.0,ENR0794
Public educational institutions,2023,59.1265,F003,182.0,ENR0795
Public educational institutions,2023,93.3722,F004,182.0,ENR0796
Public educational institutions,2023,25.5538,F001,127.0,ENR0797
Public educational institutions,2023,94.8206,F002,127.0,ENR0798
Public educational institutions,2023,91.6453,F003,127.0,ENR0799
Public educational institutions,2023,92.1975,F004,127.0,ENR0800
Public educational institutions,2023,10.1333,F001,156.0,ENR0801
Public educational institutions,2023,79.2034,F002,156.0,ENR0802
Public educational institutions,2023,94.5732,F003,156.0,ENR0803
Public educational institutions,2023,98.7016,F004,156.0,ENR0804
Public educational institutions,2023,94.0815,F001,148.0,ENR0805
Public educational institutions,2023,65.8299,F002,148.0,ENR0806
Public educational institutions,2023,47.0528,F003,148.0,ENR0807
Public educational institutions,2023,60.5564,F004,148.0,ENR0808
Public educational institutions,2023,54.2529,F001,161.0,ENR0809
Public educational institutions,2023,20.7395,F002,161.0,ENR0810
Public educational institutions,2023,84.1024,F003,161.0,ENR0811
Public educational institutions,2023,87.2351,F004,161.0,ENR0812
Public educational institutions,2023,86.1655,F002,34.0,ENR0813
Public educational institutions,2023,90.5041,F003,34.0,ENR0814
Public educational institutions,2023,95.5864,F004,34.0,ENR0815
Public educational institutions,2023,87.6471,F002,85.0,ENR0816
Public educational institutions,2023,94.4093,F003,85.0,ENR0817
Public educational institutions,2023,97.61,F004,85.0,ENR0818
Public educational institutions,2023,4.6489,F001,28.0,ENR0819
Public educational institutions,2023,32.6493,F002,28.0,ENR0820
Public educational institutions,2023,23.9052,F003,28.0,ENR0821
Public educational institutions,2023,45.3169,F004,28.0,ENR0822
Public educational institutions,2023,86.0954,F002,205.0,ENR0823
Public educational institutions,2023,91.4465,F003,205.0,ENR0824
Public educational institutions,2023,98.6237,F004,205.0,ENR0825
Government dependent private educational institutions,2020,56.2158,F001,58.0,ENR0826
Government dependent private educational institutions,2020,57.4448,F002,58.0,ENR0827
Government dependent private educational institutions,2020,60.2238,F003,58.0,ENR0828
Government dependent private educational institutions,2020,42.3195,F004,58.0,ENR0829
Government dependent private educational institutions,2020,2.7556,F001,71.0,ENR0830
Government dependent private educational institutions,2020,17.295,F002,71.0,ENR0831
Government dependent private educational institutions,2020,20.6366,F003,71.0,ENR0832
Government dependent private educational institutions,2020,46.7183,F004,71.0,ENR0833
Government dependent private educational institutions,2020,16.1227,F001,168.0,ENR0834
Government dependent private educational institutions,2020,3.0954,F002,168.0,ENR0835
Government dependent private educational institutions,2020,1.8833,F001,30.0,ENR0836
Government dependent private educational institutions,2020,0.1707,F002,30.0,ENR0837
Government dependent private educational institutions,2020,61.6975,F002,27.0,ENR0838
Government dependent private educational institutions,2020,19.5181,F003,27.0,ENR0839
Government dependent private educational institutions,2020,10.4597,F001,179.0,ENR0840
Government dependent private educational institutions,2020,1.415,F002,179.0,ENR0841
Government dependent private educational institutions,2020,0.3532,F003,179.0,ENR0842
Government dependent private educational institutions,2020,6.0284,F001,202.0,ENR0843
Government dependent private educational institutions,2020,7.3669,F002,202.0,ENR0844
Government dependent private educational institutions,2020,10.5424,F003,202.0,ENR0845
Government dependent private educational institutions,2020,5.0032,F004,202.0,ENR0846
Government dependent private educational institutions,2020,20.9102,F001,106.0,ENR0847
Government dependent private educational institutions,2020,21.5433,F002,106.0,ENR0848
Government dependent private educational institutions,2020,21.731,F003,106.0,ENR0849
Government dependent private educational institutions,2020,8.6207,F004,106.0,ENR0850
Government dependent private educational institutions,2020,49.5912,F001,74.0,ENR0851
Government dependent private educational institutions,2020,72.765,F002,74.0,ENR0852
Government dependent private educational institutions,2020,72.4789,F003,74.0,ENR0853
Government dependent private educational institutions,2020,99.9582,F004,74.0,ENR0854
Government dependent private educational institutions,2020,24.0193,F001,52.0,ENR0855
Government dependent private educational institutions,2020,74.7392,F002,52.0,ENR0856
Government dependent private educational institutions,2020,85.4015,F003,52.0,ENR0857
Government dependent private educational institutions,2020,90.8869,F004,52.0,ENR0858
Government dependent private educational institutions,2020,32.5368,F001,76.0,ENR0859
Government dependent private educational institutions,2020,5.0395,F002,76.0,ENR0860
Government dependent private educational institutions,2020,5.3218,F003,76.0,ENR0861
Government dependent private educational institutions,2020,28.8424,F001,69.0,ENR0862
Government dependent private educational institutions,2020,6.7057,F002,69.0,ENR0863
Government dependent private educational institutions,2020,3.2394,F003,69.0,ENR0864
Government dependent private educational institutions,2020,1.2557,F004,69.0,ENR0865
Government dependent private educational institutions,2020,5.5806,F001,107.0,ENR0866
Government dependent private educational institutions,2020,7.1209,F002,107.0,ENR0867
Government dependent private educational institutions,2020,5.7906,F003,107.0,ENR0868
Government dependent private educational institutions,2020,5.0212,F004,107.0,ENR0869
Government dependent private educational institutions,2020,10.5445,F001,182.0,ENR0870
Government dependent private educational institutions,2020,61.0705,F001,127.0,ENR0871
Government dependent private educational institutions,2020,5.3167,F002,127.0,ENR0872
Government dependent private educational institutions,2020,7.7953,F003,127.0,ENR0873
Government dependent private educational institutions,2020,8.2235,F004,127.0,ENR0874
Government dependent private educational institutions,2020,39.1715,F001,156.0,ENR0875
Government dependent private educational institutions,2020,10.2805,F002,156.0,ENR0876
Government dependent private educational institutions,2020,2.7534,F003,156.0,ENR0877
Government dependent private educational institutions,2020,1.2754,F004,156.0,ENR0878
Government dependent private educational institutions,2021,56.3895,F001,58.0,ENR0879
Government dependent private educational institutions,2021,58.5612,F002,58.0,ENR0880
Government dependent private educational institutions,2021,60.3524,F003,58.0,ENR0881
Government dependent private educational institutions,2021,41.9729,F004,58.0,ENR0882
Government dependent private educational institutions,2021,2.6558,F001,71.0,ENR0883
Government dependent private educational institutions,2021,17.2153,F002,71.0,ENR0884
Government dependent private educational institutions,2021,21.6449,F003,71.0,ENR0885
Government dependent private educational institutions,2021,44.8066,F004,71.0,ENR0886
Government dependent private educational institutions,2021,16.8893,F001,168.0,ENR0887
Government dependent private educational institutions,2021,3.2511,F002,168.0,ENR0888
Government dependent private educational institutions,2021,1.8729,F001,30.0,ENR0889
Government dependent private educational institutions,2021,0.163,F002,30.0,ENR0890
Government dependent private educational institutions,2021,62.2655,F002,27.0,ENR0891
Government dependent private educational institutions,2021,21.0231,F003,27.0,ENR0892
Government dependent private educational institutions,2021,10.2849,F001,179.0,ENR0893
Government dependent private educational institutions,2021,1.4029,F002,179.0,ENR0894
Government dependent private educational institutions,2021,0.3743,F003,179.0,ENR0895
Government dependent private educational institutions,2021,5.4757,F001,202.0,ENR0896
Government dependent private educational institutions,2021,7.4956,F002,202.0,ENR0897
Government dependent private educational institutions,2021,10.7503,F003,202.0,ENR0898
Government dependent private educational institutions,2021,4.3855,F004,202.0,ENR0899
Government dependent private educational institutions,2021,26.3021,F001,106.0,ENR0900
Government dependent private educational institutions,2021,20.6822,F002,106.0,ENR0901
Government dependent private educational institutions,2021,21.0526,F003,106.0,ENR0902
Government dependent private educational institutions,2021,9.6037,F004,106.0,ENR0903
Government dependent private educational institutions,2021,51.2861,F001,74.0,ENR0904
Government dependent private educational institutions,2021,72.7878,F002,74.0,ENR0905
Government dependent private educational institutions,2021,69.6387,F003,74.0,ENR0906
Government dependent private educational institutions,2021,99.7716,F004,74.0,ENR0907
Government dependent private educational institutions,2021,26.8719,F001,52.0,ENR0908
Government dependent private educational institutions,2021,75.3004,F002,52.0,ENR0909
Government dependent private educational institutions,2021,86.4061,F003,52.0,ENR0910
Government dependent private educational institutions,2021,89.4556,F004,52.0,ENR0911
Government dependent private educational institutions,2021,28.9779,F001,76.0,ENR0912
Government dependent private educational institutions,2021,5.0052,F002,76.0,ENR0913
Government dependent private educational institutions,2021,4.7288,F003,76.0,ENR0914
Government dependent private educational institutions,2021,31.2314,F001,69.0,ENR0915
Government dependent private educational institutions,2021,6.8084,F002,69.0,ENR0916
Government dependent private educational institutions,2021,3.2898,F003,69.0,ENR0917
Government dependent private educational institutions,2021,1.4678,F004,69.0,ENR0918
Government dependent private educational institutions,2021,5.5282,F001,107.0,ENR0919
Government dependent private educational institutions,2021,7.4976,F002,107.0,ENR0920
Government dependent private educational institutions,2021,5.841,F003,107.0,ENR0921
Government dependent private educational institutions,2021,4.9302,F004,107.0,ENR0922
Government dependent private educational institutions,2021,9.7397,F001,182.0,ENR0923
Government dependent private educational institutions,2021,65.154,F001,127.0,ENR0924
Government dependent private educational institutions,2021,5.1884,F002,127.0,ENR0925
Government dependent private educational institutions,2021,7.9224,F003,127.0,ENR0926
Government dependent private educational institutions,2021,8.0717,F004,127.0,ENR0927
Government dependent private educational institutions,2021,38.8672,F001,156.0,ENR0928
Government dependent private educational institutions,2021,10.2296,F002,156.0,ENR0929
Government dependent private educational institutions,2021,3.074,F003,156.0,ENR0930
Government dependent private educational institutions,2021,1.2943,F004,156.0,ENR0931
Independent private educational institutions,2021,0.3772,F003,58.0,ENR0932
Independent private educational institutions,2021,92.1217,F001,71.0,ENR0933
Independent private educational institutions,2021,62.1577,F002,71.0,ENR0934
Independent private educational institutions,2021,58.9079,F003,71.0,ENR0935
Independent private educational institutions,2021,14.505,F004,71.0,ENR0936
Independent private educational institutions,2021,15.3464,F001,72.0,ENR0937
Independent private educational institutions,2021,55.7495,F002,72.0,ENR0938
Independent private educational institutions,2021,73.8508,F003,72.0,ENR0939
Independent private educational institutions,2021,45.5406,F004,72.0,ENR0940
Independent private educational institutions,2021,10.4529,F002,168.0,ENR0941
Independent private educational institutions,2021,5.8582,F003,168.0,ENR0942
Independent private educational institutions,2021,0.3662,F004,168.0,ENR0943
Independent private educational institutions,2021,0.1851,F001,30.0,ENR0944
Independent private educational institutions,2021,0.0877,F002,30.0,ENR0945
Independent private educational institutions,2021,8.8468,F002,153.0,ENR0946
Independent private educational institutions,2021,3.1984,F003,153.0,ENR0947
Independent private educational institutions,2021,2.0824,F004,153.0,ENR0948
Independent private educational institutions,2021,25.8129,F001,179.0,ENR0949
Independent private educational institutions,2021,12.4433,F002,179.0,ENR0950
Independent private educational institutions,2021,30.0147,F003,179.0,ENR0951
Independent private educational institutions,2021,1.309,F004,179.0,ENR0952
Independent private educational institutions,2021,18.8778,F001,202.0,ENR0953
Independent private educational institutions,2021,22.1264,F002,202.0,ENR0954
Independent private educational institutions,2021,15.3465,F003,202.0,ENR0955
Independent private educational institutions,2021,12.4864,F004,202.0,ENR0956
Independent private educational institutions,2021,3.9005,F001,24.0,ENR0957
Independent private educational institutions,2021,2.3142,F002,24.0,ENR0958
Independent private educational institutions,2021,8.6011,F003,24.0,ENR0959
Independent private educational institutions,2021,0.0524,F004,24.0,ENR0960
Independent private educational institutions,2021,15.0143,F002,74.0,ENR0961
Independent private educational institutions,2021,17.2871,F003,74.0,ENR0962
Independent private educational institutions,2021,0.2284,F004,74.0,ENR0963
Independent private educational institutions,2021,19.69,F002,3.0,ENR0964
Independent private educational institutions,2021,14.9527,F003,3.0,ENR0965
Independent private educational institutions,2021,5.6401,F004,3.0,ENR0966
Independent private educational institutions,2021,93.0627,F001,42.0,ENR0967
Independent private educational institutions,2021,80.1627,F002,42.0,ENR0968
Independent private educational institutions,2021,52.3927,F003,42.0,ENR0969
Independent private educational institutions,2021,27.9833,F004,42.0,ENR0970
Independent private educational institutions,2021,97.9537,F001,63.0,ENR0971
Independent private educational institutions,2021,77.235,F002,63.0,ENR0972
Independent private educational institutions,2021,69.6223,F003,63.0,ENR0973
Independent private educational institutions,2021,63.2561,F004,63.0,ENR0974
Independent private educational institutions,2021,31.472,F001,52.0,ENR0975
Independent private educational institutions,2021,24.6996,F002,52.0,ENR0976
Independent private educational institutions,2021,13.5939,F003,52.0,ENR0977
Independent private educational institutions,2021,10.5444,F004,52.0,ENR0978
Independent private educational institutions,2021,14.4098,F002,21.0,ENR0979
Independent private educational institutions,2021,4.4623,F003,21.0,ENR0980
Independent private educational institutions,2021,1.396,F004,21.0,ENR0981
Independent private educational institutions,2021,3.946,F001,203.0,ENR0982
Independent private educational institutions,2021,33.7271,F002,203.0,ENR0983
Independent private educational institutions,2021,66.0876,F003,203.0,ENR0984
Independent private educational institutions,2021,48.2513,F004,203.0,ENR0985
Independent private educational institutions,2021,47.7845,F001,87.0,ENR0986
Independent private educational institutions,2021,9.167,F002,87.0,ENR0987
Independent private educational institutions,2021,34.0976,F003,87.0,ENR0988
Independent private educational institutions,2021,2.8299,F001,76.0,ENR0989
Independent private educational institutions,2021,0.0017,F002,76.0,ENR0990
Independent private educational institutions,2021,15.5149,F002,69.0,ENR0991
Independent private educational institutions,2021,3.4395,F003,69.0,ENR0992
Independent private educational institutions,2021,0.8892,F004,69.0,ENR0993
Independent private educational institutions,2021,52.1654,F001,114.0,ENR0994
Independent private educational institutions,2021,33.728,F002,114.0,ENR0995
Independent private educational institutions,2021,28.8771,F003,114.0,ENR0996
Independent private educational institutions,2021,6.0137,F004,114.0,ENR0997
Independent private educational institutions,2021,24.6428,F001,139.0,ENR0998
Independent private educational institutions,2021,22.0099,F002,139.0,ENR0999
Independent private educational institutions,2021,14.0984,F003,139.0,ENR1000
Independent private educational institutions,2021,7.0991,F004,139.0,ENR1001
Independent private educational institutions,2021,26.6092,F001,107.0,ENR1002
Independent private educational institutions,2021,10.2751,F002,107.0,ENR1003
Independent private educational institutions,2021,4.2324,F003,107.0,ENR1004
Independent private educational institutions,2021,12.0262,F004,107.0,ENR1005
Independent private educational institutions,2021,22.7076,F001,182.0,ENR1006
Independent private educational institutions,2021,20.6956,F002,182.0,ENR1007
Independent private educational institutions,2021,36.9159,F003,182.0,ENR1008
Independent private educational institutions,2021,5.8906,F004,182.0,ENR1009
Independent private educational institutions,2021,5.3371,F001,127.0,ENR1010
Independent private educational institutions,2021,46.4189,F001,156.0,ENR1011
Independent private educational institutions,2021,10.5848,F002,156.0,ENR1012
Independent private educational institutions,2021,2.4907,F003,156.0,ENR1013
Independent private educational institutions,2021,7.3031,F001,148.0,ENR1014
Independent private educational institutions,2021,31.9549,F002,148.0,ENR1015
Independent private educational institutions,2021,51.6388,F003,148.0,ENR1016
Independent private educational institutions,2021,43.6299,F004,148.0,ENR1017
Independent private educational institutions,2021,56.7138,F001,161.0,ENR1018
Independent private educational institutions,2021,76.8692,F002,161.0,ENR1019
Independent private educational institutions,2021,15.6254,F003,161.0,ENR1020
Independent private educational institutions,2021,12.0415,F004,161.0,ENR1021
Independent private educational institutions,2021,14.147,F002,34.0,ENR1022
Independent private educational institutions,2021,9.3677,F003,34.0,ENR1023
Independent private educational institutions,2021,3.9726,F004,34.0,ENR1024
Independent private educational institutions,2021,25.0,F001,85.0,ENR1025
Independent private educational institutions,2021,12.2562,F002,85.0,ENR1026
Independent private educational institutions,2021,4.8903,F003,85.0,ENR1027
Independent private educational institutions,2021,2.157,F004,85.0,ENR1028
Independent private educational institutions,2021,14.4977,F002,205.0,ENR1029
Independent private educational institutions,2021,9.0629,F003,205.0,ENR1030
Independent private educational institutions,2021,1.3564,F004,205.0,ENR1031
Independent private educational institutions,2020,0.1049,F002,58.0,ENR1032
Independent private educational institutions,2020,0.3931,F003,58.0,ENR1033
Independent private educational institutions,2020,92.9165,F001,71.0,ENR1034
Independent private educational institutions,2020,62.4935,F002,71.0,ENR1035
Independent private educational institutions,2020,58.7891,F003,71.0,ENR1036
Independent private educational institutions,2020,13.4471,F004,71.0,ENR1037
Independent private educational institutions,2020,17.4741,F001,72.0,ENR1038
Independent private educational institutions,2020,60.0991,F002,72.0,ENR1039
Independent private educational institutions,2020,72.5539,F003,72.0,ENR1040
Independent private educational institutions,2020,43.3632,F004,72.0,ENR1041
Independent private educational institutions,2020,11.0849,F002,168.0,ENR1042
Independent private educational institutions,2020,6.4081,F003,168.0,ENR1043
Independent private educational institutions,2020,0.3119,F004,168.0,ENR1044
Independent private educational institutions,2020,0.139,F001,30.0,ENR1045
Independent private educational institutions,2020,0.0858,F002,30.0,ENR1046
Independent private educational institutions,2020,9.0944,F002,153.0,ENR1047
Independent private educational institutions,2020,3.6547,F003,153.0,ENR1048
Independent private educational institutions,2020,2.1716,F004,153.0,ENR1049
Independent private educational institutions,2020,24.7947,F001,179.0,ENR1050
Independent private educational institutions,2020,14.2701,F002,179.0,ENR1051
Independent private educational institutions,2020,31.0288,F003,179.0,ENR1052
Independent private educational institutions,2020,1.1645,F004,179.0,ENR1053
Independent private educational institutions,2020,5.6444,F001,202.0,ENR1054
Independent private educational institutions,2020,11.4509,F002,202.0,ENR1055
Independent private educational institutions,2020,5.7704,F003,202.0,ENR1056
Independent private educational institutions,2020,4.3658,F004,202.0,ENR1057
Independent private educational institutions,2020,3.5928,F001,24.0,ENR1058
Independent private educational institutions,2020,2.3671,F002,24.0,ENR1059
Independent private educational institutions,2020,9.6332,F003,24.0,ENR1060
Independent private educational institutions,2020,0.0337,F004,24.0,ENR1061
Independent private educational institutions,2020,14.0715,F002,74.0,ENR1062
Independent private educational institutions,2020,15.0635,F003,74.0,ENR1063
Independent private educational institutions,2020,0.0418,F004,74.0,ENR1064
Independent private educational institutions,2020,19.8249,F002,3.0,ENR1065
