institution_type,year,enrollment_percentage,field_id,country_id,enrollment_id
Independent private educational institutions,2020,13.3466,F003,3.0,ENR1066
Independent private educational institutions,2020,5.4609,F004,3.0,ENR1067
Independent private educational institutions,2020,92.9509,F001,42.0,ENR1068
Independent private educational institutions,2020,79.982,F002,42.0,ENR1069
Independent private educational institutions,2020,52.3532,F003,42.0,ENR1070
Independent private educational institutions,2020,28.1409,F004,42.0,ENR1071
Independent private educational institutions,2020,98.0653,F001,63.0,ENR1072
Independent private educational institutions,2020,77.0213,F002,63.0,ENR1073
Independent private educational institutions,2020,69.8542,F003,63.0,ENR1074
Independent private educational institutions,2020,63.0958,F004,63.0,ENR1075
Independent private educational institutions,2020,30.2567,F001,52.0,ENR1076
Independent private educational institutions,2020,25.2608,F002,52.0,ENR1077
Independent private educational institutions,2020,14.5985,F003,52.0,ENR1078
Independent private educational institutions,2020,9.1131,F004,52.0,ENR1079
Independent private educational institutions,2020,13.0961,F002,21.0,ENR1080
Independent private educational institutions,2020,4.1555,F003,21.0,ENR1081
Independent private educational institutions,2020,1.2802,F004,21.0,ENR1082
Independent private educational institutions,2020,3.8232,F001,203.0,ENR1083
Independent private educational institutions,2020,35.1164,F002,203.0,ENR1084
Independent private educational institutions,2020,65.3986,F003,203.0,ENR1085
Independent private educational institutions,2020,48.0201,F004,203.0,ENR1086
Independent private educational institutions,2020,53.4552,F001,87.0,ENR1087
Independent private educational institutions,2020,9.6328,F002,87.0,ENR1088
Independent private educational institutions,2020,35.9779,F003,87.0,ENR1089
Independent private educational institutions,2020,2.9165,F001,76.0,ENR1090
Independent private educational institutions,2020,0.0057,F002,76.0,ENR1091
Independent private educational institutions,2020,12.952,F002,69.0,ENR1092
Independent private educational institutions,2020,3.8565,F003,69.0,ENR1093
Independent private educational institutions,2020,0.7902,F004,69.0,ENR1094
Independent private educational institutions,2020,32.3873,F002,114.0,ENR1095
Independent private educational institutions,2020,26.732,F003,114.0,ENR1096
Independent private educational institutions,2020,6.8,F004,114.0,ENR1097
Independent private educational institutions,2020,24.1609,F001,139.0,ENR1098
Independent private educational institutions,2020,21.9948,F002,139.0,ENR1099
Independent private educational institutions,2020,13.8695,F003,139.0,ENR1100
Independent private educational institutions,2020,7.41,F004,139.0,ENR1101
Independent private educational institutions,2020,25.4455,F001,107.0,ENR1102
Independent private educational institutions,2020,9.9325,F002,107.0,ENR1103
Independent private educational institutions,2020,4.1437,F003,107.0,ENR1104
Independent private educational institutions,2020,12.7042,F004,107.0,ENR1105
Independent private educational institutions,2020,20.0724,F001,182.0,ENR1106
Independent private educational institutions,2020,19.7529,F002,182.0,ENR1107
Independent private educational institutions,2020,35.5401,F003,182.0,ENR1108
Independent private educational institutions,2020,5.6876,F004,182.0,ENR1109
Independent private educational institutions,2020,6.0717,F001,127.0,ENR1110
Independent private educational institutions,2020,49.161,F001,156.0,ENR1111
Independent private educational institutions,2020,10.6811,F002,156.0,ENR1112
Independent private educational institutions,2020,2.3381,F003,156.0,ENR1113
Independent private educational institutions,2020,6.9307,F001,148.0,ENR1114
Independent private educational institutions,2020,31.0237,F002,148.0,ENR1115
Independent private educational institutions,2020,52.1078,F003,148.0,ENR1116
Independent private educational institutions,2020,43.8389,F004,148.0,ENR1117
Independent private educational institutions,2020,57.022,F001,161.0,ENR1118
Independent private educational institutions,2020,77.4623,F002,161.0,ENR1119
Independent private educational institutions,2020,16.6759,F003,161.0,ENR1120
Independent private educational institutions,2020,12.1627,F004,161.0,ENR1121
Independent private educational institutions,2020,14.3338,F002,34.0,ENR1122
Independent private educational institutions,2020,9.7668,F003,34.0,ENR1123
Independent private educational institutions,2020,4.0994,F004,34.0,ENR1124
Independent private educational institutions,2020,52.1739,F001,85.0,ENR1125
Independent private educational institutions,2020,12.5792,F002,85.0,ENR1126
Independent private educational institutions,2020,4.9815,F003,85.0,ENR1127
Independent private educational institutions,2020,14.6832,F002,205.0,ENR1128
Independent private educational institutions,2020,9.2764,F003,205.0,ENR1129
Independent private educational institutions,2020,1.0193,F004,205.0,ENR1130
Private educational institutions,2020,67.3535,F001,5.0,ENR1131
Private educational institutions,2020,8.3359,F002,5.0,ENR1132
Private educational institutions,2020,13.35,F003,5.0,ENR1133
Private educational institutions,2020,1.5177,F004,5.0,ENR1134
Private educational institutions,2020,19.9076,F001,169.0,ENR1135
Private educational institutions,2020,25.1069,F002,169.0,ENR1136
Private educational institutions,2020,20.3415,F003,169.0,ENR1137
Private educational institutions,2020,2.4736,F004,169.0,ENR1138
Private educational institutions,2020,56.2158,F001,58.0,ENR1139
Private educational institutions,2020,57.5498,F002,58.0,ENR1140
Private educational institutions,2020,60.6169,F003,58.0,ENR1141
Private educational institutions,2020,42.3195,F004,58.0,ENR1142
Private educational institutions,2020,95.6721,F001,71.0,ENR1143
Private educational institutions,2020,79.7885,F002,71.0,ENR1144
Private educational institutions,2020,79.4257,F003,71.0,ENR1145
Private educational institutions,2020,60.1654,F004,71.0,ENR1146
Private educational institutions,2020,17.4741,F001,72.0,ENR1147
Private educational institutions,2020,60.0991,F002,72.0,ENR1148
Private educational institutions,2020,72.5539,F003,72.0,ENR1149
Private educational institutions,2020,43.3632,F004,72.0,ENR1150
Private educational institutions,2020,16.1227,F001,168.0,ENR1151
Private educational institutions,2020,14.1803,F002,168.0,ENR1152
Private educational institutions,2020,6.4081,F003,168.0,ENR1153
Private educational institutions,2020,0.3119,F004,168.0,ENR1154
Private educational institutions,2020,2.0223,F001,30.0,ENR1155
Private educational institutions,2020,0.2565,F002,30.0,ENR1156
Private educational institutions,2020,9.0944,F002,153.0,ENR1157
Private educational institutions,2020,3.6547,F003,153.0,ENR1158
Private educational institutions,2020,2.1716,F004,153.0,ENR1159
Private educational institutions,2020,61.6975,F002,27.0,ENR1160
Private educational institutions,2020,19.5181,F003,27.0,ENR1161
Private educational institutions,2020,35.2543,F001,179.0,ENR1162
Private educational institutions,2020,15.685,F002,179.0,ENR1163
Private educational institutions,2020,31.382,F003,179.0,ENR1164
Private educational institutions,2020,1.1645,F004,179.0,ENR1165
Private educational institutions,2020,95.1164,F001,75.0,ENR1166
Private educational institutions,2020,20.9343,F002,75.0,ENR1167
Private educational institutions,2020,5.8137,F003,75.0,ENR1168
Private educational institutions,2020,0.9892,F004,75.0,ENR1169
Private educational institutions,2020,11.6728,F001,202.0,ENR1170
Private educational institutions,2020,18.8178,F002,202.0,ENR1171
Private educational institutions,2020,16.3127,F003,202.0,ENR1172
Private educational institutions,2020,9.369,F004,202.0,ENR1173
Private educational institutions,2020,20.9102,F001,106.0,ENR1174
Private educational institutions,2020,21.5433,F002,106.0,ENR1175
Private educational institutions,2020,21.731,F003,106.0,ENR1176
Private educational institutions,2020,8.6207,F004,106.0,ENR1177
Private educational institutions,2020,3.5928,F001,24.0,ENR1178
Private educational institutions,2020,2.3671,F002,24.0,ENR1179
Private educational institutions,2020,9.6332,F003,24.0,ENR1180
Private educational institutions,2020,0.0337,F004,24.0,ENR1181
Private educational institutions,2020,49.5912,F001,74.0,ENR1182
Private educational institutions,2020,86.8365,F002,74.0,ENR1183
Private educational institutions,2020,87.5424,F003,74.0,ENR1184
Private educational institutions,2020,19.8249,F002,3.0,ENR1185
Private educational institutions,2020,13.3466,F003,3.0,ENR1186
Private educational institutions,2020,5.4609,F004,3.0,ENR1187
Private educational institutions,2020,92.9509,F001,42.0,ENR1188
Private educational institutions,2020,79.982,F002,42.0,ENR1189
Private educational institutions,2020,52.3532,F003,42.0,ENR1190
Private educational institutions,2020,28.1409,F004,42.0,ENR1191
Private educational institutions,2020,98.0653,F001,63.0,ENR1192
Private educational institutions,2020,77.0213,F002,63.0,ENR1193
Private educational institutions,2020,69.8542,F003,63.0,ENR1194
Private educational institutions,2020,63.0958,F004,63.0,ENR1195
Private educational institutions,2020,54.276,F001,52.0,ENR1196
Private educational institutions,2020,13.0961,F002,21.0,ENR1197
Private educational institutions,2020,4.1555,F003,21.0,ENR1198
Private educational institutions,2020,1.2802,F004,21.0,ENR1199
Private educational institutions,2020,3.8232,F001,203.0,ENR1200
Private educational institutions,2020,35.1164,F002,203.0,ENR1201
Private educational institutions,2020,65.3986,F003,203.0,ENR1202
Private educational institutions,2020,48.0201,F004,203.0,ENR1203
Private educational institutions,2020,53.4552,F001,87.0,ENR1204
Private educational institutions,2020,9.6328,F002,87.0,ENR1205
Private educational institutions,2020,35.9779,F003,87.0,ENR1206
Private educational institutions,2020,35.4533,F001,76.0,ENR1207
Private educational institutions,2020,5.0451,F002,76.0,ENR1208
Private educational institutions,2020,5.3218,F003,76.0,ENR1209
Private educational institutions,2020,28.8424,F001,69.0,ENR1210
Private educational institutions,2020,19.6577,F002,69.0,ENR1211
Private educational institutions,2020,7.0958,F003,69.0,ENR1212
Private educational institutions,2020,2.0459,F004,69.0,ENR1213
Private educational institutions,2020,32.3873,F002,114.0,ENR1214
Private educational institutions,2020,26.732,F003,114.0,ENR1215
Private educational institutions,2020,6.8,F004,114.0,ENR1216
Private educational institutions,2020,24.1609,F001,139.0,ENR1217
Private educational institutions,2020,21.9948,F002,139.0,ENR1218
Private educational institutions,2020,13.8695,F003,139.0,ENR1219
Private educational institutions,2020,7.41,F004,139.0,ENR1220
Private educational institutions,2020,31.0261,F001,107.0,ENR1221
Private educational institutions,2020,17.0534,F002,107.0,ENR1222
Private educational institutions,2020,9.9342,F003,107.0,ENR1223
Private educational institutions,2020,17.7253,F004,107.0,ENR1224
Private educational institutions,2020,30.6169,F001,182.0,ENR1225
Private educational institutions,2020,19.7529,F002,182.0,ENR1226
Private educational institutions,2020,35.5401,F003,182.0,ENR1227
Private educational institutions,2020,5.6876,F004,182.0,ENR1228
Private educational institutions,2020,67.1421,F001,127.0,ENR1229
Private educational institutions,2020,5.3167,F002,127.0,ENR1230
Private educational institutions,2020,7.7953,F003,127.0,ENR1231
Private educational institutions,2020,8.2235,F004,127.0,ENR1232
Private educational institutions,2020,88.3325,F001,156.0,ENR1233
Private educational institutions,2020,20.9616,F002,156.0,ENR1234
Private educational institutions,2020,5.0915,F003,156.0,ENR1235
Private educational institutions,2020,1.2754,F004,156.0,ENR1236
Private educational institutions,2020,6.9307,F001,148.0,ENR1237
Private educational institutions,2020,31.0237,F002,148.0,ENR1238
Private educational institutions,2020,52.1078,F003,148.0,ENR1239
Private educational institutions,2020,43.8389,F004,148.0,ENR1240
Private educational institutions,2020,57.022,F001,161.0,ENR1241
Private educational institutions,2020,77.4623,F002,161.0,ENR1242
Private educational institutions,2020,16.6759,F003,161.0,ENR1243
Private educational institutions,2020,12.1627,F004,161.0,ENR1244
Private educational institutions,2020,14.3338,F002,34.0,ENR1245
Private educational institutions,2020,9.7668,F003,34.0,ENR1246
Private educational institutions,2020,4.0994,F004,34.0,ENR1247
Private educational institutions,2020,52.1739,F001,85.0,ENR1248
Private educational institutions,2020,12.5792,F002,85.0,ENR1249
Private educational institutions,2020,4.9815,F003,85.0,ENR1250
Private educational institutions,2020,96.6792,F001,28.0,ENR1251
Private educational institutions,2020,64.1102,F002,28.0,ENR1252
Private educational institutions,2020,14.6832,F002,205.0,ENR1253
Private educational institutions,2020,9.2764,F003,205.0,ENR1254
Private educational institutions,2020,1.0193,F004,205.0,ENR1255
Private educational institutions,2021,68.703,F001,5.0,ENR1256
Private educational institutions,2021,8.4566,F002,5.0,ENR1257
Private educational institutions,2021,13.0243,F003,5.0,ENR1258
Private educational institutions,2021,1.4895,F004,5.0,ENR1259
Private educational institutions,2021,20.7951,F001,169.0,ENR1260
Private educational institutions,2021,25.5128,F002,169.0,ENR1261
Private educational institutions,2021,21.9714,F003,169.0,ENR1262
Private educational institutions,2021,4.0255,F004,169.0,ENR1263
Private educational institutions,2021,56.3895,F001,58.0,ENR1264
Private educational institutions,2021,58.5612,F002,58.0,ENR1265
Private educational institutions,2021,60.7296,F003,58.0,ENR1266
Private educational institutions,2021,41.9729,F004,58.0,ENR1267
Private educational institutions,2021,94.7775,F001,71.0,ENR1268
Private educational institutions,2021,79.373,F002,71.0,ENR1269
Private educational institutions,2021,80.5528,F003,71.0,ENR1270
Private educational institutions,2021,59.3116,F004,71.0,ENR1271
Private educational institutions,2021,15.3464,F001,72.0,ENR1272
Private educational institutions,2021,55.7495,F002,72.0,ENR1273
Private educational institutions,2021,73.8508,F003,72.0,ENR1274
Private educational institutions,2021,45.5406,F004,72.0,ENR1275
Private educational institutions,2021,16.8893,F001,168.0,ENR1276
Private educational institutions,2021,13.704,F002,168.0,ENR1277
Private educational institutions,2021,5.8582,F003,168.0,ENR1278
Private educational institutions,2021,0.3662,F004,168.0,ENR1279
Private educational institutions,2021,2.058,F001,30.0,ENR1280
Private educational institutions,2021,0.2506,F002,30.0,ENR1281
Private educational institutions,2021,8.8468,F002,153.0,ENR1282
Private educational institutions,2021,3.1984,F003,153.0,ENR1283
Private educational institutions,2021,2.0824,F004,153.0,ENR1284
Private educational institutions,2021,62.2655,F002,27.0,ENR1285
Private educational institutions,2021,21.0231,F003,27.0,ENR1286
Private educational institutions,2021,36.0978,F001,179.0,ENR1287
Private educational institutions,2021,13.8462,F002,179.0,ENR1288
Private educational institutions,2021,30.3891,F003,179.0,ENR1289
Private educational institutions,2021,1.309,F004,179.0,ENR1290
Private educational institutions,2021,94.8908,F001,75.0,ENR1291
Private educational institutions,2021,22.3897,F002,75.0,ENR1292
Private educational institutions,2021,6.4337,F003,75.0,ENR1293
Private educational institutions,2021,0.9487,F004,75.0,ENR1294
Private educational institutions,2021,24.3536,F001,202.0,ENR1295
Private educational institutions,2021,29.622,F002,202.0,ENR1296
Private educational institutions,2021,26.0968,F003,202.0,ENR1297
Private educational institutions,2021,16.872,F004,202.0,ENR1298
Private educational institutions,2021,26.3021,F001,106.0,ENR1299
Private educational institutions,2021,20.6822,F002,106.0,ENR1300
Private educational institutions,2021,21.0526,F003,106.0,ENR1301
Private educational institutions,2021,9.6037,F004,106.0,ENR1302
Private educational institutions,2021,3.9005,F001,24.0,ENR1303
Private educational institutions,2021,2.3142,F002,24.0,ENR1304
Private educational institutions,2021,8.6011,F003,24.0,ENR1305
Private educational institutions,2021,0.0524,F004,24.0,ENR1306
Private educational institutions,2021,51.2861,F001,74.0,ENR1307
Private educational institutions,2021,87.802,F002,74.0,ENR1308
Private educational institutions,2021,86.9258,F003,74.0,ENR1309
Private educational institutions,2021,19.69,F002,3.0,ENR1310
Private educational institutions,2021,14.9527,F003,3.0,ENR1311
Private educational institutions,2021,5.6401,F004,3.0,ENR1312
Private educational institutions,2021,93.0627,F001,42.0,ENR1313
Private educational institutions,2021,80.1627,F002,42.0,ENR1314
Private educational institutions,2021,52.3927,F003,42.0,ENR1315
Private educational institutions,2021,27.9833,F004,42.0,ENR1316
Private educational institutions,2021,97.9537,F001,63.0,ENR1317
Private educational institutions,2021,77.235,F002,63.0,ENR1318
Private educational institutions,2021,69.6223,F003,63.0,ENR1319
Private educational institutions,2021,63.2561,F004,63.0,ENR1320
Private educational institutions,2021,58.3439,F001,52.0,ENR1321
Private educational institutions,2021,14.4098,F002,21.0,ENR1322
Private educational institutions,2021,4.4623,F003,21.0,ENR1323
Private educational institutions,2021,1.396,F004,21.0,ENR1324
Private educational institutions,2021,3.946,F001,203.0,ENR1325
Private educational institutions,2021,33.7271,F002,203.0,ENR1326
Private educational institutions,2021,66.0876,F003,203.0,ENR1327
Private educational institutions,2021,48.2513,F004,203.0,ENR1328
Private educational institutions,2021,47.7845,F001,87.0,ENR1329
Private educational institutions,2021,9.167,F002,87.0,ENR1330
Private educational institutions,2021,34.0976,F003,87.0,ENR1331
Private educational institutions,2021,31.8078,F001,76.0,ENR1332
Private educational institutions,2021,5.0069,F002,76.0,ENR1333
Private educational institutions,2021,4.7288,F003,76.0,ENR1334
Private educational institutions,2021,31.2314,F001,69.0,ENR1335
Private educational institutions,2021,22.3233,F002,69.0,ENR1336
Private educational institutions,2021,6.7292,F003,69.0,ENR1337
Private educational institutions,2021,2.357,F004,69.0,ENR1338
Private educational institutions,2021,52.1654,F001,114.0,ENR1339
Private educational institutions,2021,33.728,F002,114.0,ENR1340
Private educational institutions,2021,28.8771,F003,114.0,ENR1341
Private educational institutions,2021,6.0137,F004,114.0,ENR1342
Private educational institutions,2021,24.6428,F001,139.0,ENR1343
Private educational institutions,2021,22.0099,F002,139.0,ENR1344
Private educational institutions,2021,14.0984,F003,139.0,ENR1345
Private educational institutions,2021,7.0991,F004,139.0,ENR1346
Private educational institutions,2021,32.1374,F001,107.0,ENR1347
Private educational institutions,2021,17.7727,F002,107.0,ENR1348
Private educational institutions,2021,10.0734,F003,107.0,ENR1349
Private educational institutions,2021,16.9564,F004,107.0,ENR1350
Private educational institutions,2021,32.4473,F001,182.0,ENR1351
Private educational institutions,2021,20.6956,F002,182.0,ENR1352
Private educational institutions,2021,36.9159,F003,182.0,ENR1353
Private educational institutions,2021,5.8906,F004,182.0,ENR1354
Private educational institutions,2021,70.4911,F001,127.0,ENR1355
Private educational institutions,2021,5.1884,F002,127.0,ENR1356
Private educational institutions,2021,7.9224,F003,127.0,ENR1357
Private educational institutions,2021,8.0717,F004,127.0,ENR1358
Private educational institutions,2021,85.2862,F001,156.0,ENR1359
Private educational institutions,2021,20.8144,F002,156.0,ENR1360
Private educational institutions,2021,5.5647,F003,156.0,ENR1361
Private educational institutions,2021,1.2943,F004,156.0,ENR1362
Private educational institutions,2021,7.3031,F001,148.0,ENR1363
Private educational institutions,2021,31.9549,F002,148.0,ENR1364
Private educational institutions,2021,51.6388,F003,148.0,ENR1365
Private educational institutions,2021,43.6299,F004,148.0,ENR1366
Private educational institutions,2021,56.7138,F001,161.0,ENR1367
Private educational institutions,2021,76.8692,F002,161.0,ENR1368
Private educational institutions,2021,15.6254,F003,161.0,ENR1369
Private educational institutions,2021,12.0415,F004,161.0,ENR1370
Private educational institutions,2021,14.147,F002,34.0,ENR1371
Private educational institutions,2021,9.3677,F003,34.0,ENR1372
Private educational institutions,2021,3.9726,F004,34.0,ENR1373
Private educational institutions,2021,25.0,F001,85.0,ENR1374
Private educational institutions,2021,12.2562,F002,85.0,ENR1375
Private educational institutions,2021,4.8903,F003,85.0,ENR1376
Private educational institutions,2021,2.157,F004,85.0,ENR1377
Private educational institutions,2021,90.9115,F001,28.0,ENR1378
Private educational institutions,2021,64.6729,F002,28.0,ENR1379
Private educational institutions,2021,14.4977,F002,205.0,ENR1380
Private educational institutions,2021,9.0629,F003,205.0,ENR1381
Private educational institutions,2021,1.3564,F004,205.0,ENR1382
Public educational institutions,2020,32.6465,F001,5.0,ENR1383
Public educational institutions,2020,91.6641,F002,5.0,ENR1384
Public educational institutions,2020,86.65,F003,5.0,ENR1385
Public educational institutions,2020,98.4823,F004,5.0,ENR1386
Public educational institutions,2020,80.0924,F001,169.0,ENR1387
Public educational institutions,2020,74.8931,F002,169.0,ENR1388
Public educational institutions,2020,79.6585,F003,169.0,ENR1389
Public educational institutions,2020,97.5264,F004,169.0,ENR1390
Public educational institutions,2020,43.7842,F001,58.0,ENR1391
Public educational institutions,2020,42.4502,F002,58.0,ENR1392
Public educational institutions,2020,39.3831,F003,58.0,ENR1393
Public educational institutions,2020,57.6805,F004,58.0,ENR1394
Public educational institutions,2020,4.3279,F001,71.0,ENR1395
Public educational institutions,2020,20.2115,F002,71.0,ENR1396
Public educational institutions,2020,20.5743,F003,71.0,ENR1397
Public educational institutions,2020,39.8346,F004,71.0,ENR1398
Public educational institutions,2020,82.5259,F001,72.0,ENR1399
Public educational institutions,2020,39.9009,F002,72.0,ENR1400
Public educational institutions,2020,27.4461,F003,72.0,ENR1401
Public educational institutions,2020,56.6368,F004,72.0,ENR1402
Public educational institutions,2020,83.8773,F001,168.0,ENR1403
Public educational institutions,2020,85.8197,F002,168.0,ENR1404
Public educational institutions,2020,93.5919,F003,168.0,ENR1405
Public educational institutions,2020,99.6881,F004,168.0,ENR1406
Public educational institutions,2020,97.9777,F001,30.0,ENR1407
Public educational institutions,2020,99.7435,F002,30.0,ENR1408
Public educational institutions,2020,90.9056,F002,153.0,ENR1409
Public educational institutions,2020,96.3453,F003,153.0,ENR1410
Public educational institutions,2020,97.8284,F004,153.0,ENR1411
Public educational institutions,2020,38.3025,F002,27.0,ENR1412
Public educational institutions,2020,80.4819,F003,27.0,ENR1413
Public educational institutions,2020,64.7457,F001,179.0,ENR1414
Public educational institutions,2020,84.315,F002,179.0,ENR1415
Public educational institutions,2020,68.618,F003,179.0,ENR1416
Public educational institutions,2020,98.8355,F004,179.0,ENR1417
Public educational institutions,2020,4.8836,F001,75.0,ENR1418
Public educational institutions,2020,79.0657,F002,75.0,ENR1419
Public educational institutions,2020,94.1863,F003,75.0,ENR1420
Public educational institutions,2020,99.0108,F004,75.0,ENR1421
Public educational institutions,2020,88.3272,F001,202.0,ENR1422
Public educational institutions,2020,81.1822,F002,202.0,ENR1423
Public educational institutions,2020,83.6873,F003,202.0,ENR1424
Public educational institutions,2020,90.631,F004,202.0,ENR1425
Public educational institutions,2020,79.0898,F001,106.0,ENR1426
Public educational institutions,2020,78.4567,F002,106.0,ENR1427
Public educational institutions,2020,78.269,F003,106.0,ENR1428
Public educational institutions,2020,91.3793,F004,106.0,ENR1429
Public educational institutions,2020,96.4072,F001,24.0,ENR1430
Public educational institutions,2020,97.6329,F002,24.0,ENR1431
Public educational institutions,2020,90.3668,F003,24.0,ENR1432
Public educational institutions,2020,99.9663,F004,24.0,ENR1433
Public educational institutions,2020,50.4088,F001,74.0,ENR1434
Public educational institutions,2020,13.1635,F002,74.0,ENR1435
Public educational institutions,2020,12.4576,F003,74.0,ENR1436
Public educational institutions,2020,80.1751,F002,3.0,ENR1437
Public educational institutions,2020,86.6534,F003,3.0,ENR1438
Public educational institutions,2020,94.5391,F004,3.0,ENR1439
Public educational institutions,2020,7.0491,F001,42.0,ENR1440
Public educational institutions,2020,20.018,F002,42.0,ENR1441
Public educational institutions,2020,47.6468,F003,42.0,ENR1442
Public educational institutions,2020,71.8591,F004,42.0,ENR1443
Public educational institutions,2020,1.9347,F001,63.0,ENR1444
Public educational institutions,2020,22.9787,F002,63.0,ENR1445
Public educational institutions,2020,30.1458,F003,63.0,ENR1446
Public educational institutions,2020,36.9042,F004,63.0,ENR1447
Public educational institutions,2020,45.724,F001,52.0,ENR1448
Public educational institutions,2020,86.9039,F002,21.0,ENR1449
Public educational institutions,2020,95.8445,F003,21.0,ENR1450
Public educational institutions,2020,98.7198,F004,21.0,ENR1451
Public educational institutions,2020,96.1768,F001,203.0,ENR1452
Public educational institutions,2020,64.8836,F002,203.0,ENR1453
Public educational institutions,2020,34.6014,F003,203.0,ENR1454
Public educational institutions,2020,51.9799,F004,203.0,ENR1455
Public educational institutions,2020,46.5448,F001,87.0,ENR1456
Public educational institutions,2020,90.3672,F002,87.0,ENR1457
Public educational institutions,2020,64.0221,F003,87.0,ENR1458
Public educational institutions,2020,64.5467,F001,76.0,ENR1459
Public educational institutions,2020,94.9549,F002,76.0,ENR1460
Public educational institutions,2020,94.6782,F003,76.0,ENR1461
Public educational institutions,2020,71.1576,F001,69.0,ENR1462
Public educational institutions,2020,80.3423,F002,69.0,ENR1463
Public educational institutions,2020,92.9042,F003,69.0,ENR1464
Public educational institutions,2020,97.9541,F004,69.0,ENR1465
Public educational institutions,2020,67.6127,F002,114.0,ENR1466
Public educational institutions,2020,73.268,F003,114.0,ENR1467
Public educational institutions,2020,93.2,F004,114.0,ENR1468
Public educational institutions,2020,75.8391,F001,139.0,ENR1469
Public educational institutions,2020,78.0052,F002,139.0,ENR1470
Public educational institutions,2020,86.1305,F003,139.0,ENR1471
Public educational institutions,2020,92.59,F004,139.0,ENR1472
Public educational institutions,2020,68.9739,F001,107.0,ENR1473
Public educational institutions,2020,82.9466,F002,107.0,ENR1474
Public educational institutions,2020,90.0658,F003,107.0,ENR1475
Public educational institutions,2020,82.2747,F004,107.0,ENR1476
Public educational institutions,2020,69.3831,F001,182.0,ENR1477
Public educational institutions,2020,80.2471,F002,182.0,ENR1478
Public educational institutions,2020,64.4599,F003,182.0,ENR1479
Public educational institutions,2020,94.3124,F004,182.0,ENR1480
Public educational institutions,2020,32.8579,F001,127.0,ENR1481
Public educational institutions,2020,94.6833,F002,127.0,ENR1482
Public educational institutions,2020,92.2047,F003,127.0,ENR1483
Public educational institutions,2020,91.7765,F004,127.0,ENR1484
Public educational institutions,2020,11.6675,F001,156.0,ENR1485
Public educational institutions,2020,79.0384,F002,156.0,ENR1486
Public educational institutions,2020,94.9085,F003,156.0,ENR1487
Public educational institutions,2020,98.7246,F004,156.0,ENR1488
Public educational institutions,2020,93.0693,F001,148.0,ENR1489
Public educational institutions,2020,68.9763,F002,148.0,ENR1490
Public educational institutions,2020,47.8922,F003,148.0,ENR1491
Public educational institutions,2020,56.1611,F004,148.0,ENR1492
Public educational institutions,2020,42.978,F001,161.0,ENR1493
Public educational institutions,2020,22.5377,F002,161.0,ENR1494
Public educational institutions,2020,83.3241,F003,161.0,ENR1495
Public educational institutions,2020,87.8373,F004,161.0,ENR1496
Public educational institutions,2020,85.6662,F002,34.0,ENR1497
Public educational institutions,2020,90.2332,F003,34.0,ENR1498
Public educational institutions,2020,95.9006,F004,34.0,ENR1499
Public educational institutions,2020,47.8261,F001,85.0,ENR1500
Public educational institutions,2020,87.4208,F002,85.0,ENR1501
Public educational institutions,2020,95.0185,F003,85.0,ENR1502
Public educational institutions,2020,3.3208,F001,28.0,ENR1503
Public educational institutions,2020,35.8898,F002,28.0,ENR1504
Public educational institutions,2020,85.3168,F002,205.0,ENR1505
Public educational institutions,2020,90.7236,F003,205.0,ENR1506
Public educational institutions,2020,98.9807,F004,205.0,ENR1507
Public educational institutions,2021,31.297,F001,5.0,ENR1508
Public educational institutions,2021,91.5434,F002,5.0,ENR1509
Public educational institutions,2021,86.9757,F003,5.0,ENR1510
Public educational institutions,2021,98.5105,F004,5.0,ENR1511
Public educational institutions,2021,79.2049,F001,169.0,ENR1512
Public educational institutions,2021,74.4872,F002,169.0,ENR1513
Public educational institutions,2021,78.0286,F003,169.0,ENR1514
Public educational institutions,2021,95.9745,F004,169.0,ENR1515
Public educational institutions,2021,43.6105,F001,58.0,ENR1516
Public educational institutions,2021,41.4388,F002,58.0,ENR1517
Public educational institutions,2021,39.2704,F003,58.0,ENR1518
Public educational institutions,2021,58.0271,F004,58.0,ENR1519
Public educational institutions,2021,5.2225,F001,71.0,ENR1520
Public educational institutions,2021,20.627,F002,71.0,ENR1521
Public educational institutions,2021,19.4472,F003,71.0,ENR1522
Public educational institutions,2021,40.6884,F004,71.0,ENR1523
Public educational institutions,2021,84.6536,F001,72.0,ENR1524
Public educational institutions,2021,44.2505,F002,72.0,ENR1525
Public educational institutions,2021,26.1492,F003,72.0,ENR1526
Public educational institutions,2021,54.4594,F004,72.0,ENR1527
Public educational institutions,2021,83.1107,F001,168.0,ENR1528
Public educational institutions,2021,86.296,F002,168.0,ENR1529
Public educational institutions,2021,94.1418,F003,168.0,ENR1530
Public educational institutions,2021,99.6338,F004,168.0,ENR1531
Public educational institutions,2021,97.942,F001,30.0,ENR1532
Public educational institutions,2021,99.7494,F002,30.0,ENR1533
Public educational institutions,2021,91.1532,F002,153.0,ENR1534
Public educational institutions,2021,96.8016,F003,153.0,ENR1535
Public educational institutions,2021,97.9176,F004,153.0,ENR1536
Public educational institutions,2021,37.7345,F002,27.0,ENR1537
Public educational institutions,2021,78.9769,F003,27.0,ENR1538
Public educational institutions,2021,63.9022,F001,179.0,ENR1539
Public educational institutions,2021,86.1538,F002,179.0,ENR1540
Public educational institutions,2021,69.6109,F003,179.0,ENR1541
Public educational institutions,2021,98.691,F004,179.0,ENR1542
Public educational institutions,2021,5.1092,F001,75.0,ENR1543
Public educational institutions,2021,77.6103,F002,75.0,ENR1544
